"Plot Title: Air2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10597857, SEN S/N: 10597857)","Coupler Attached (LGR S/N: 10597857)","Coupler Detached (LGR S/N: 10597857)","Host Connected (LGR S/N: 10597857)","Stopped (LGR S/N: 10597857)","End Of File (LGR S/N: 10597857)"
527,06/03/22 12:00:00 PM,36.295,,,,,
528,06/03/22 01:00:00 PM,30.558,,,,,
529,06/03/22 02:00:00 PM,25.513,,,,,
530,06/03/22 03:00:00 PM,21.569,,,,,
531,06/03/22 04:00:00 PM,21.473,,,,,
532,06/03/22 05:00:00 PM,18.996,,,,,
533,06/03/22 06:00:00 PM,18.426,,,,,
534,06/03/22 07:00:00 PM,17.094,,,,,
535,06/03/22 08:00:00 PM,15.951,,,,,
536,06/03/22 09:00:00 PM,16.046,,,,,
537,06/03/22 10:00:00 PM,15.473,,,,,
538,06/03/22 11:00:00 PM,14.325,,,,,
539,06/04/22 12:00:00 AM,13.365,,,,,
540,06/04/22 01:00:00 AM,12.594,,,,,
541,06/04/22 02:00:00 AM,12.110,,,,,
542,06/04/22 03:00:00 AM,11.916,,,,,
543,06/04/22 04:00:00 AM,11.722,,,,,
544,06/04/22 05:00:00 AM,11.916,,,,,
545,06/04/22 06:00:00 AM,12.690,,,,,
546,06/04/22 07:00:00 AM,16.141,,,,,
547,06/04/22 08:00:00 AM,29.252,,,,,
548,06/04/22 09:00:00 AM,32.704,,,,,
549,06/04/22 10:00:00 AM,27.272,,,,,
550,06/04/22 11:00:00 AM,36.079,,,,,
551,06/04/22 12:00:00 PM,31.370,,,,,
552,06/04/22 01:00:00 PM,31.472,,,,,
553,06/04/22 02:00:00 PM,27.764,,,,,
554,06/04/22 03:00:00 PM,23.388,,,,,
555,06/04/22 04:00:00 PM,31.064,,,,,
556,06/04/22 05:00:00 PM,25.610,,,,,
557,06/04/22 06:00:00 PM,20.043,,,,,
558,06/04/22 07:00:00 PM,17.855,,,,,
559,06/04/22 08:00:00 PM,17.570,,,,,
560,06/04/22 09:00:00 PM,16.903,,,,,
561,06/04/22 10:00:00 PM,16.523,,,,,
562,06/04/22 11:00:00 PM,15.569,,,,,
563,06/05/22 12:00:00 AM,15.091,,,,,
564,06/05/22 01:00:00 AM,14.517,,,,,
565,06/05/22 02:00:00 AM,13.846,,,,,
566,06/05/22 03:00:00 AM,13.365,,,,,
567,06/05/22 04:00:00 AM,12.787,,,,,
568,06/05/22 05:00:00 AM,12.304,,,,,
569,06/05/22 06:00:00 AM,13.558,,,,,
570,06/05/22 07:00:00 AM,17.570,,,,,
571,06/05/22 08:00:00 AM,31.574,,,,,
572,06/05/22 09:00:00 AM,33.848,,,,,
573,06/05/22 10:00:00 AM,35.756,,,,,
574,06/05/22 11:00:00 AM,37.604,,,,,
575,06/05/22 12:00:00 PM,42.998,,,,,
576,06/05/22 01:00:00 PM,28.555,,,,,
577,06/05/22 02:00:00 PM,26.585,,,,,
578,06/05/22 03:00:00 PM,22.621,,,,,
579,06/05/22 04:00:00 PM,30.862,,,,,
580,06/05/22 05:00:00 PM,26.292,,,,,
581,06/05/22 06:00:00 PM,24.545,,,,,
582,06/05/22 07:00:00 PM,18.711,,,,,
583,06/05/22 08:00:00 PM,17.094,,,,,
584,06/05/22 09:00:00 PM,16.618,,,,,
585,06/05/22 10:00:00 PM,16.237,,,,,
586,06/05/22 11:00:00 PM,15.091,,,,,
587,06/06/22 12:00:00 AM,14.804,,,,,
588,06/06/22 01:00:00 AM,14.517,,,,,
589,06/06/22 02:00:00 AM,14.325,,,,,
590,06/06/22 03:00:00 AM,13.846,,,,,
591,06/06/22 04:00:00 AM,13.269,,,,,
592,06/06/22 05:00:00 AM,12.690,,,,,
593,06/06/22 06:00:00 AM,13.173,,,,,
594,06/06/22 07:00:00 AM,17.094,,,,,
595,06/06/22 08:00:00 AM,30.659,,,,,
596,06/06/22 09:00:00 AM,33.430,,,,,
597,06/06/22 10:00:00 AM,36.946,,,,,
598,06/06/22 11:00:00 AM,35.756,,,,,
599,06/06/22 12:00:00 PM,39.389,,,,,
600,06/06/22 01:00:00 PM,34.479,,,,,
601,06/06/22 02:00:00 PM,29.252,,,,,
602,06/06/22 03:00:00 PM,24.545,,,,,
603,06/06/22 04:00:00 PM,29.953,,,,,
604,06/06/22 05:00:00 PM,30.963,,,,,
605,06/06/22 06:00:00 PM,24.545,,,,,
606,06/06/22 07:00:00 PM,19.377,,,,,
607,06/06/22 08:00:00 PM,17.665,,,,,
608,06/06/22 09:00:00 PM,17.094,,,,,
609,06/06/22 10:00:00 PM,16.427,,,,,
610,06/06/22 11:00:00 PM,15.473,,,,,
611,06/07/22 12:00:00 AM,15.187,,,,,
612,06/07/22 01:00:00 AM,14.709,,,,,
613,06/07/22 02:00:00 AM,14.325,,,,,
614,06/07/22 03:00:00 AM,13.750,,,,,
615,06/07/22 04:00:00 AM,13.269,,,,,
616,06/07/22 05:00:00 AM,12.690,,,,,
617,06/07/22 06:00:00 AM,13.365,,,,,
618,06/07/22 07:00:00 AM,17.189,,,,,
619,06/07/22 08:00:00 AM,31.676,,,,,
620,06/07/22 09:00:00 AM,31.880,,,,,
621,06/07/22 10:00:00 AM,35.971,,,,,
622,06/07/22 11:00:00 AM,35.222,,,,,
623,06/07/22 12:00:00 PM,39.276,,,,,
624,06/07/22 01:00:00 PM,30.356,,,,,
625,06/07/22 02:00:00 PM,29.053,,,,,
626,06/07/22 03:00:00 PM,24.448,,,,,
627,06/07/22 04:00:00 PM,32.497,,,,,
628,06/07/22 05:00:00 PM,32.394,,,,,
629,06/07/22 06:00:00 PM,26.585,,,,,
630,06/07/22 07:00:00 PM,19.758,,,,,
631,06/07/22 08:00:00 PM,17.760,,,,,
632,06/07/22 09:00:00 PM,17.475,,,,,
633,06/07/22 10:00:00 PM,16.332,,,,,
634,06/07/22 11:00:00 PM,14.804,,,,,
635,06/08/22 12:00:00 AM,15.091,,,,,
636,06/08/22 01:00:00 AM,15.187,,,,,
637,06/08/22 02:00:00 AM,14.900,,,,,
638,06/08/22 03:00:00 AM,14.517,,,,,
639,06/08/22 04:00:00 AM,14.134,,,,,
640,06/08/22 05:00:00 AM,13.750,,,,,
641,06/08/22 06:00:00 AM,14.421,,,,,
642,06/08/22 07:00:00 AM,18.711,,,,,
643,06/08/22 08:00:00 AM,27.272,,,,,
644,06/08/22 09:00:00 AM,34.374,,,,,
645,06/08/22 10:00:00 AM,36.728,,,,,
646,06/08/22 11:00:00 AM,36.728,,,,,
647,06/08/22 12:00:00 PM,41.341,,,,,
648,06/08/22 01:00:00 PM,34.903,,,,,
649,06/08/22 02:00:00 PM,30.356,,,,,
650,06/08/22 03:00:00 PM,25.416,,,,,
651,06/08/22 04:00:00 PM,34.796,,,,,
652,06/08/22 05:00:00 PM,31.676,,,,,
653,06/08/22 06:00:00 PM,26.879,,,,,
654,06/08/22 07:00:00 PM,19.377,,,,,
655,06/08/22 08:00:00 PM,17.665,,,,,
656,06/08/22 09:00:00 PM,17.760,,,,,
657,06/08/22 10:00:00 PM,15.855,,,,,
658,06/08/22 11:00:00 PM,14.038,,,,,
659,06/09/22 12:00:00 AM,14.709,,,,,
660,06/09/22 01:00:00 AM,14.709,,,,,
661,06/09/22 02:00:00 AM,14.421,,,,,
662,06/09/22 03:00:00 AM,14.230,,,,,
663,06/09/22 04:00:00 AM,13.942,,,,,
664,06/09/22 05:00:00 AM,13.558,,,,,
665,06/09/22 06:00:00 AM,14.421,,,,,
666,06/09/22 07:00:00 AM,18.521,,,,,
667,06/09/22 08:00:00 AM,32.600,,,,,
668,06/09/22 09:00:00 AM,35.115,,,,,
669,06/09/22 10:00:00 AM,37.384,,,,,
670,06/09/22 11:00:00 AM,36.837,,,,,
671,06/09/22 12:00:00 PM,41.458,,,,,
672,06/09/22 01:00:00 PM,29.752,,,,,
673,06/09/22 02:00:00 PM,29.953,,,,,
674,06/09/22 03:00:00 PM,25.222,,,,,
675,06/09/22 04:00:00 PM,31.370,,,,,
676,06/09/22 05:00:00 PM,34.058,,,,,
677,06/09/22 06:00:00 PM,27.862,,,,,
678,06/09/22 07:00:00 PM,19.662,,,,,
679,06/09/22 08:00:00 PM,17.855,,,,,
680,06/09/22 09:00:00 PM,17.855,,,,,
681,06/09/22 10:00:00 PM,16.141,,,,,
682,06/09/22 11:00:00 PM,14.996,,,,,
683,06/10/22 12:00:00 AM,15.187,,,,,
684,06/10/22 01:00:00 AM,15.378,,,,,
685,06/10/22 02:00:00 AM,15.473,,,,,
686,06/10/22 03:00:00 AM,15.760,,,,,
687,06/10/22 04:00:00 AM,15.664,,,,,
688,06/10/22 05:00:00 AM,15.282,,,,,
689,06/10/22 06:00:00 AM,16.237,,,,,
690,06/10/22 07:00:00 AM,18.426,,,,,
691,06/10/22 08:00:00 AM,29.853,,,,,
692,06/10/22 08:45:03 AM,,Logged,,,,
693,06/10/22 08:51:11 AM,,,Logged,,,
694,06/10/22 08:51:15 AM,,Logged,,,,
695,06/10/22 08:51:21 AM,,,Logged,,,
696,06/10/22 09:00:00 AM,26.195,,,,,
697,06/10/22 09:15:47 AM,,Logged,,,,
698,06/10/22 09:15:56 AM,,,,Logged,,
699,06/10/22 09:16:33 AM,,,Logged,,,
700,06/10/22 10:00:00 AM,33.848,,,,,
701,06/10/22 11:00:00 AM,33.953,,,,,
702,06/10/22 12:00:00 PM,27.468,,,,,
703,06/10/22 01:00:00 PM,21.855,,,,,
704,06/10/22 02:00:00 PM,28.456,,,,,
705,06/10/22 03:00:00 PM,22.717,,,,,
706,06/10/22 04:00:00 PM,17.570,,,,,
707,06/10/22 05:00:00 PM,17.284,,,,,
708,06/10/22 06:00:00 PM,16.332,,,,,
709,06/10/22 07:00:00 PM,16.999,,,,,
710,06/10/22 08:00:00 PM,17.094,,,,,
711,06/10/22 09:00:00 PM,17.760,,,,,
712,06/10/22 10:00:00 PM,17.189,,,,,
713,06/10/22 11:00:00 PM,15.951,,,,,
714,06/11/22 12:00:00 AM,15.664,,,,,
715,06/11/22 01:00:00 AM,15.378,,,,,
716,06/11/22 02:00:00 AM,15.282,,,,,
717,06/11/22 03:00:00 AM,15.187,,,,,
718,06/11/22 04:00:00 AM,14.804,,,,,
719,06/11/22 05:00:00 AM,14.804,,,,,
720,06/11/22 06:00:00 AM,15.569,,,,,
721,06/11/22 07:00:00 AM,17.094,,,,,
722,06/11/22 08:00:00 AM,28.953,,,,,
723,06/11/22 09:00:00 AM,21.760,,,,,
724,06/11/22 10:00:00 AM,29.452,,,,,
725,06/11/22 11:00:00 AM,30.963,,,,,
726,06/11/22 12:00:00 PM,36.837,,,,,
727,06/11/22 01:00:00 PM,29.252,,,,,
728,06/11/22 02:00:00 PM,33.014,,,,,
729,06/11/22 03:00:00 PM,33.118,,,,,
730,06/11/22 04:00:00 PM,35.864,,,,,
731,06/11/22 05:00:00 PM,37.935,,,,,
732,06/11/22 06:00:00 PM,31.268,,,,,
733,06/11/22 07:00:00 PM,25.222,,,,,
734,06/11/22 08:00:00 PM,22.621,,,,,
735,06/11/22 09:00:00 PM,21.282,,,,,
736,06/11/22 10:00:00 PM,19.758,,,,,
737,06/11/22 11:00:00 PM,18.236,,,,,
738,06/12/22 12:00:00 AM,16.903,,,,,
739,06/12/22 01:00:00 AM,16.332,,,,,
740,06/12/22 02:00:00 AM,15.664,,,,,
741,06/12/22 03:00:00 AM,15.569,,,,,
742,06/12/22 04:00:00 AM,14.996,,,,,
743,06/12/22 05:00:00 AM,14.613,,,,,
744,06/12/22 06:00:00 AM,15.473,,,,,
745,06/12/22 07:00:00 AM,20.615,,,,,
746,06/12/22 08:00:00 AM,34.163,,,,,
747,06/12/22 09:00:00 AM,26.488,,,,,
748,06/12/22 10:00:00 AM,35.328,,,,,
749,06/12/22 11:00:00 AM,35.649,,,,,
750,06/12/22 12:00:00 PM,40.300,,,,,
751,06/12/22 01:00:00 PM,35.649,,,,,
752,06/12/22 02:00:00 PM,34.479,,,,,
753,06/12/22 03:00:00 PM,32.291,,,,,
754,06/12/22 04:00:00 PM,40.415,,,,,
755,06/12/22 05:00:00 PM,29.552,,,,,
756,06/12/22 06:00:00 PM,30.356,,,,,
757,06/12/22 07:00:00 PM,24.062,,,,,
758,06/12/22 08:00:00 PM,21.664,,,,,
759,06/12/22 09:00:00 PM,20.329,,,,,
760,06/12/22 10:00:00 PM,19.187,,,,,
761,06/12/22 11:00:00 PM,18.426,,,,,
762,06/13/22 12:00:00 AM,18.045,,,,,
763,06/13/22 01:00:00 AM,17.379,,,,,
764,06/13/22 02:00:00 AM,17.189,,,,,
765,06/13/22 03:00:00 AM,17.094,,,,,
766,06/13/22 04:00:00 AM,16.618,,,,,
767,06/13/22 05:00:00 AM,16.046,,,,,
768,06/13/22 06:00:00 AM,16.523,,,,,
769,06/13/22 07:00:00 AM,21.378,,,,,
770,06/13/22 08:00:00 AM,33.639,,,,,
771,06/13/22 09:00:00 AM,27.468,,,,,
772,06/13/22 10:00:00 AM,37.384,,,,,
773,06/13/22 11:00:00 AM,36.187,,,,,
774,06/13/22 12:00:00 PM,42.639,,,,,
775,06/13/22 01:00:00 PM,36.187,,,,,
776,06/13/22 02:00:00 PM,30.963,,,,,
777,06/13/22 03:00:00 PM,30.154,,,,,
778,06/13/22 04:00:00 PM,39.502,,,,,
779,06/13/22 05:00:00 PM,37.384,,,,,
780,06/13/22 06:00:00 PM,32.704,,,,,
781,06/13/22 07:00:00 PM,19.377,,,,,
782,06/13/22 08:00:00 PM,18.521,,,,,
783,06/13/22 09:00:00 PM,17.570,,,,,
784,06/13/22 10:00:00 PM,16.618,,,,,
785,06/13/22 11:00:00 PM,15.378,,,,,
786,06/14/22 12:00:00 AM,14.709,,,,,
787,06/14/22 01:00:00 AM,14.900,,,,,
788,06/14/22 02:00:00 AM,14.325,,,,,
789,06/14/22 03:00:00 AM,13.942,,,,,
790,06/14/22 04:00:00 AM,13.750,,,,,
791,06/14/22 05:00:00 AM,13.558,,,,,
792,06/14/22 06:00:00 AM,14.134,,,,,
793,06/14/22 07:00:00 AM,18.806,,,,,
794,06/14/22 08:00:00 AM,31.880,,,,,
795,06/14/22 09:00:00 AM,27.370,,,,,
796,06/14/22 10:00:00 AM,34.796,,,,,
797,06/14/22 11:00:00 AM,34.163,,,,,
798,06/14/22 12:00:00 PM,39.276,,,,,
799,06/14/22 01:00:00 PM,34.268,,,,,
800,06/14/22 02:00:00 PM,33.014,,,,,
801,06/14/22 03:00:00 PM,30.862,,,,,
802,06/14/22 04:00:00 PM,40.071,,,,,
803,06/14/22 05:00:00 PM,40.876,,,,,
804,06/14/22 06:00:00 PM,33.430,,,,,
805,06/14/22 07:00:00 PM,24.738,,,,,
806,06/14/22 08:00:00 PM,20.901,,,,,
807,06/14/22 09:00:00 PM,18.806,,,,,
808,06/14/22 10:00:00 PM,17.284,,,,,
809,06/14/22 11:00:00 PM,14.517,,,,,
810,06/15/22 12:00:00 AM,14.804,,,,,
811,06/15/22 01:00:00 AM,14.517,,,,,
812,06/15/22 02:00:00 AM,14.134,,,,,
813,06/15/22 03:00:00 AM,13.558,,,,,
814,06/15/22 04:00:00 AM,13.076,,,,,
815,06/15/22 05:00:00 AM,12.594,,,,,
816,06/15/22 06:00:00 AM,13.173,,,,,
817,06/15/22 07:00:00 AM,17.665,,,,,
818,06/15/22 08:00:00 AM,31.268,,,,,
819,06/15/22 09:00:00 AM,25.513,,,,,
820,06/15/22 10:00:00 AM,34.163,,,,,
821,06/15/22 11:00:00 AM,34.903,,,,,
822,06/15/22 12:00:00 PM,39.843,,,,,
823,06/15/22 01:00:00 PM,34.796,,,,,
824,06/15/22 02:00:00 PM,34.796,,,,,
825,06/15/22 03:00:00 PM,31.880,,,,,
826,06/15/22 04:00:00 PM,42.046,,,,,
827,06/15/22 05:00:00 PM,42.282,,,,,
828,06/15/22 06:00:00 PM,36.079,,,,,
829,06/15/22 07:00:00 PM,27.272,,,,,
830,06/15/22 08:00:00 PM,22.429,,,,,
831,06/15/22 09:00:00 PM,18.996,,,,,
832,06/15/22 10:00:00 PM,17.189,,,,,
833,06/15/22 11:00:00 PM,15.664,,,,,
834,06/16/22 12:00:00 AM,15.378,,,,,
835,06/16/22 01:00:00 AM,14.804,,,,,
836,06/16/22 02:00:00 AM,14.230,,,,,
837,06/16/22 03:00:00 AM,13.750,,,,,
838,06/16/22 04:00:00 AM,13.173,,,,,
839,06/16/22 05:00:00 AM,12.594,,,,,
840,06/16/22 06:00:00 AM,13.461,,,,,
841,06/16/22 07:00:00 AM,19.187,,,,,
842,06/16/22 08:00:00 AM,35.115,,,,,
843,06/16/22 09:00:00 AM,28.159,,,,,
844,06/16/22 10:00:00 AM,38.157,,,,,
845,06/16/22 11:00:00 AM,27.567,,,,,
846,06/16/22 12:00:00 PM,38.490,,,,,
847,06/16/22 01:00:00 PM,35.009,,,,,
848,06/16/22 02:00:00 PM,34.374,,,,,
849,06/16/22 03:00:00 PM,32.497,,,,,
850,06/16/22 04:00:00 PM,35.222,,,,,
851,06/16/22 05:00:00 PM,36.620,,,,,
852,06/16/22 06:00:00 PM,31.676,,,,,
853,06/16/22 07:00:00 PM,24.738,,,,,
854,06/16/22 08:00:00 PM,21.855,,,,,
855,06/16/22 09:00:00 PM,19.282,,,,,
856,06/16/22 10:00:00 PM,18.236,,,,,
857,06/16/22 11:00:00 PM,17.475,,,,,
858,06/17/22 12:00:00 AM,16.523,,,,,
859,06/17/22 01:00:00 AM,15.760,,,,,
860,06/17/22 02:00:00 AM,15.473,,,,,
861,06/17/22 03:00:00 AM,15.187,,,,,
862,06/17/22 04:00:00 AM,15.282,,,,,
863,06/17/22 05:00:00 AM,15.282,,,,,
864,06/17/22 06:00:00 AM,15.473,,,,,
865,06/17/22 07:00:00 AM,19.853,,,,,
866,06/17/22 08:00:00 AM,25.319,,,,,
867,06/17/22 09:00:00 AM,27.468,,,,,
868,06/17/22 10:00:00 AM,34.691,,,,,
869,06/17/22 11:00:00 AM,34.163,,,,,
870,06/17/22 12:00:00 PM,38.826,,,,,
871,06/17/22 01:00:00 PM,34.163,,,,,
872,06/17/22 02:00:00 PM,30.255,,,,,
873,06/17/22 03:00:00 PM,28.357,,,,,
874,06/17/22 04:00:00 PM,35.649,,,,,
875,06/17/22 05:00:00 PM,32.911,,,,,
876,06/17/22 06:00:00 PM,26.781,,,,,
877,06/17/22 07:00:00 PM,16.618,,,,,
878,06/17/22 08:00:00 PM,14.709,,,,,
879,06/17/22 09:00:00 PM,16.713,,,,,
880,06/17/22 10:00:00 PM,15.569,,,,,
881,06/17/22 11:00:00 PM,14.709,,,,,
882,06/18/22 12:00:00 AM,14.517,,,,,
883,06/18/22 01:00:00 AM,14.517,,,,,
884,06/18/22 02:00:00 AM,15.187,,,,,
885,06/18/22 03:00:00 AM,15.187,,,,,
886,06/18/22 04:00:00 AM,14.900,,,,,
887,06/18/22 05:00:00 AM,14.613,,,,,
888,06/18/22 06:00:00 AM,15.187,,,,,
889,06/18/22 07:00:00 AM,18.140,,,,,
890,06/18/22 08:00:00 AM,28.258,,,,,
891,06/18/22 09:00:00 AM,27.468,,,,,
892,06/18/22 10:00:00 AM,26.879,,,,,
893,06/18/22 11:00:00 AM,22.717,,,,,
894,06/18/22 12:00:00 PM,24.351,,,,,
895,06/18/22 01:00:00 PM,21.951,,,,,
896,06/18/22 02:00:00 PM,23.484,,,,,
897,06/18/22 03:00:00 PM,20.710,,,,,
898,06/18/22 04:00:00 PM,24.738,,,,,
899,06/18/22 05:00:00 PM,23.292,,,,,
900,06/18/22 06:00:00 PM,19.187,,,,,
901,06/18/22 07:00:00 PM,18.806,,,,,
902,06/18/22 08:00:00 PM,18.140,,,,,
903,06/18/22 09:00:00 PM,17.189,,,,,
904,06/18/22 10:00:00 PM,16.713,,,,,
905,06/18/22 11:00:00 PM,16.046,,,,,
906,06/19/22 12:00:00 AM,15.855,,,,,
907,06/19/22 01:00:00 AM,15.760,,,,,
908,06/19/22 02:00:00 AM,15.187,,,,,
909,06/19/22 03:00:00 AM,14.900,,,,,
910,06/19/22 04:00:00 AM,14.804,,,,,
911,06/19/22 05:00:00 AM,14.900,,,,,
912,06/19/22 06:00:00 AM,15.187,,,,,
913,06/19/22 07:00:00 AM,16.523,,,,,
914,06/19/22 08:00:00 AM,27.862,,,,,
915,06/19/22 09:00:00 AM,25.805,,,,,
916,06/19/22 10:00:00 AM,28.159,,,,,
917,06/19/22 11:00:00 AM,27.370,,,,,
918,06/19/22 12:00:00 PM,30.659,,,,,
919,06/19/22 01:00:00 PM,25.416,,,,,
920,06/19/22 02:00:00 PM,23.004,,,,,
921,06/19/22 03:00:00 PM,16.618,,,,,
922,06/19/22 04:00:00 PM,27.173,,,,,
923,06/19/22 05:00:00 PM,29.053,,,,,
924,06/19/22 06:00:00 PM,22.046,,,,,
925,06/19/22 07:00:00 PM,16.903,,,,,
926,06/19/22 08:00:00 PM,15.855,,,,,
927,06/19/22 09:00:00 PM,15.187,,,,,
928,06/19/22 10:00:00 PM,14.325,,,,,
929,06/19/22 11:00:00 PM,13.365,,,,,
930,06/20/22 12:00:00 AM,12.207,,,,,
931,06/20/22 01:00:00 AM,11.916,,,,,
932,06/20/22 02:00:00 AM,11.528,,,,,
933,06/20/22 03:00:00 AM,11.334,,,,,
934,06/20/22 04:00:00 AM,11.139,,,,,
935,06/20/22 05:00:00 AM,10.944,,,,,
936,06/20/22 06:00:00 AM,11.431,,,,,
937,06/20/22 07:00:00 AM,14.517,,,,,
938,06/20/22 08:00:00 AM,26.292,,,,,
939,06/20/22 09:00:00 AM,24.351,,,,,
940,06/20/22 10:00:00 AM,32.086,,,,,
941,06/20/22 11:00:00 AM,26.585,,,,,
942,06/20/22 12:00:00 PM,32.600,,,,,
943,06/20/22 01:00:00 PM,27.567,,,,,
944,06/20/22 02:00:00 PM,24.931,,,,,
945,06/20/22 03:00:00 PM,19.662,,,,,
946,06/20/22 04:00:00 PM,30.255,,,,,
947,06/20/22 05:00:00 PM,31.778,,,,,
948,06/20/22 06:00:00 PM,24.545,,,,,
949,06/20/22 07:00:00 PM,15.664,,,,,
950,06/20/22 08:00:00 PM,16.237,,,,,
951,06/20/22 09:00:00 PM,15.951,,,,,
952,06/20/22 10:00:00 PM,15.282,,,,,
953,06/20/22 11:00:00 PM,14.325,,,,,
954,06/21/22 12:00:00 AM,13.558,,,,,
955,06/21/22 01:00:00 AM,12.594,,,,,
956,06/21/22 02:00:00 AM,12.013,,,,,
957,06/21/22 03:00:00 AM,11.819,,,,,
958,06/21/22 04:00:00 AM,11.528,,,,,
959,06/21/22 05:00:00 AM,11.236,,,,,
960,06/21/22 06:00:00 AM,11.722,,,,,
961,06/21/22 07:00:00 AM,15.091,,,,,
962,06/21/22 08:00:00 AM,26.781,,,,,
963,06/21/22 09:00:00 AM,25.708,,,,,
964,06/21/22 10:00:00 AM,32.497,,,,,
965,06/21/22 11:00:00 AM,28.357,,,,,
966,06/21/22 12:00:00 PM,32.291,,,,,
967,06/21/22 01:00:00 PM,27.764,,,,,
968,06/21/22 02:00:00 PM,26.195,,,,,
969,06/21/22 03:00:00 PM,19.948,,,,,
970,06/21/22 04:00:00 PM,30.356,,,,,
971,06/21/22 05:00:00 PM,22.621,,,,,
972,06/21/22 06:00:00 PM,18.996,,,,,
973,06/21/22 07:00:00 PM,15.951,,,,,
974,06/21/22 08:00:00 PM,16.332,,,,,
975,06/21/22 09:00:00 PM,16.427,,,,,
976,06/21/22 10:00:00 PM,15.664,,,,,
977,06/21/22 11:00:00 PM,14.900,,,,,
978,06/22/22 12:00:00 AM,14.709,,,,,
979,06/22/22 01:00:00 AM,14.613,,,,,
980,06/22/22 02:00:00 AM,14.804,,,,,
981,06/22/22 03:00:00 AM,14.996,,,,,
982,06/22/22 04:00:00 AM,14.996,,,,,
983,06/22/22 05:00:00 AM,15.091,,,,,
984,06/22/22 06:00:00 AM,15.473,,,,,
985,06/22/22 07:00:00 AM,18.140,,,,,
986,06/22/22 08:00:00 AM,26.879,,,,,
987,06/22/22 09:00:00 AM,24.641,,,,,
988,06/22/22 10:00:00 AM,29.452,,,,,
989,06/22/22 11:00:00 AM,27.567,,,,,
990,06/22/22 12:00:00 PM,24.448,,,,,
991,06/22/22 01:00:00 PM,21.760,,,,,
992,06/22/22 02:00:00 PM,20.805,,,,,
993,06/22/22 03:00:00 PM,20.519,,,,,
994,06/22/22 04:00:00 PM,18.901,,,,,
995,06/22/22 05:00:00 PM,19.377,,,,,
996,06/22/22 06:00:00 PM,20.710,,,,,
997,06/22/22 07:00:00 PM,18.806,,,,,
998,06/22/22 08:00:00 PM,18.140,,,,,
999,06/22/22 09:00:00 PM,17.379,,,,,
1000,06/22/22 10:00:00 PM,16.618,,,,,
1001,06/22/22 11:00:00 PM,15.760,,,,,
1002,06/23/22 12:00:00 AM,14.996,,,,,
1003,06/23/22 01:00:00 AM,14.325,,,,,
1004,06/23/22 02:00:00 AM,13.654,,,,,
1005,06/23/22 03:00:00 AM,13.076,,,,,
1006,06/23/22 04:00:00 AM,12.497,,,,,
1007,06/23/22 05:00:00 AM,12.304,,,,,
1008,06/23/22 06:00:00 AM,12.980,,,,,
1009,06/23/22 07:00:00 AM,16.141,,,,,
1010,06/23/22 08:00:00 AM,29.953,,,,,
1011,06/23/22 09:00:00 AM,28.060,,,,,
1012,06/23/22 10:00:00 AM,32.394,,,,,
1013,06/23/22 11:00:00 AM,26.683,,,,,
1014,06/23/22 12:00:00 PM,33.326,,,,,
1015,06/23/22 01:00:00 PM,18.806,,,,,
1016,06/23/22 02:00:00 PM,18.806,,,,,
1017,06/23/22 03:00:00 PM,16.903,,,,,
1018,06/23/22 04:00:00 PM,20.710,,,,,
1019,06/23/22 05:00:00 PM,19.377,,,,,
1020,06/23/22 06:00:00 PM,24.255,,,,,
1021,06/23/22 07:00:00 PM,19.187,,,,,
1022,06/23/22 08:00:00 PM,18.711,,,,,
1023,06/23/22 09:00:00 PM,17.950,,,,,
1024,06/23/22 10:00:00 PM,17.189,,,,,
1025,06/23/22 11:00:00 PM,16.332,,,,,
1026,06/24/22 12:00:00 AM,15.855,,,,,
1027,06/24/22 01:00:00 AM,15.569,,,,,
1028,06/24/22 02:00:00 AM,15.473,,,,,
1029,06/24/22 03:00:00 AM,14.996,,,,,
1030,06/24/22 04:00:00 AM,14.804,,,,,
1031,06/24/22 05:00:00 AM,14.709,,,,,
1032,06/24/22 06:00:00 AM,15.091,,,,,
1033,06/24/22 07:00:00 AM,16.427,,,,,
1034,06/24/22 08:00:00 AM,21.091,,,,,
1035,06/24/22 09:00:00 AM,21.760,,,,,
1036,06/24/22 10:00:00 AM,30.963,,,,,
1037,06/24/22 11:00:00 AM,30.356,,,,,
1038,06/24/22 12:00:00 PM,29.953,,,,,
1039,06/24/22 01:00:00 PM,29.452,,,,,
1040,06/24/22 02:00:00 PM,24.738,,,,,
1041,06/24/22 03:00:00 PM,23.581,,,,,
1042,06/24/22 04:00:00 PM,22.046,,,,,
1043,06/24/22 05:00:00 PM,19.092,,,,,
1044,06/24/22 06:00:00 PM,19.472,,,,,
1045,06/24/22 07:00:00 PM,18.806,,,,,
1046,06/24/22 08:00:00 PM,17.760,,,,,
1047,06/24/22 09:00:00 PM,17.475,,,,,
1048,06/24/22 10:00:00 PM,17.284,,,,,
1049,06/24/22 11:00:00 PM,17.094,,,,,
1050,06/25/22 12:00:00 AM,16.618,,,,,
1051,06/25/22 01:00:00 AM,16.237,,,,,
1052,06/25/22 02:00:00 AM,15.951,,,,,
1053,06/25/22 03:00:00 AM,15.760,,,,,
1054,06/25/22 04:00:00 AM,15.664,,,,,
1055,06/25/22 05:00:00 AM,15.187,,,,,
1056,06/25/22 06:00:00 AM,15.664,,,,,
