"Plot Title: Air1"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10551626, SEN S/N: 10551626)","Coupler Attached (LGR S/N: 10551626)","Host Connected (LGR S/N: 10551626)","Coupler Detached (LGR S/N: 10551626)","Stopped (LGR S/N: 10551626)","End Of File (LGR S/N: 10551626)"
527,06/03/22 12:00:00 PM,28.159,,,,,
528,06/03/22 01:00:00 PM,31.064,,,,,
529,06/03/22 02:00:00 PM,26.195,,,,,
530,06/03/22 03:00:00 PM,23.484,,,,,
531,06/03/22 04:00:00 PM,23.100,,,,,
532,06/03/22 05:00:00 PM,20.234,,,,,
533,06/03/22 06:00:00 PM,18.711,,,,,
534,06/03/22 07:00:00 PM,17.094,,,,,
535,06/03/22 08:00:00 PM,16.141,,,,,
536,06/03/22 09:00:00 PM,16.046,,,,,
537,06/03/22 10:00:00 PM,15.282,,,,,
538,06/03/22 11:00:00 PM,14.038,,,,,
539,06/04/22 12:00:00 AM,13.076,,,,,
540,06/04/22 01:00:00 AM,12.304,,,,,
541,06/04/22 02:00:00 AM,11.819,,,,,
542,06/04/22 03:00:00 AM,11.625,,,,,
543,06/04/22 04:00:00 AM,11.528,,,,,
544,06/04/22 05:00:00 AM,11.819,,,,,
545,06/04/22 06:00:00 AM,12.690,,,,,
546,06/04/22 07:00:00 AM,19.853,,,,,
547,06/04/22 08:00:00 AM,24.641,,,,,
548,06/04/22 09:00:00 AM,23.196,,,,,
549,06/04/22 10:00:00 AM,23.966,,,,,
550,06/04/22 11:00:00 AM,28.159,,,,,
551,06/04/22 12:00:00 PM,27.468,,,,,
552,06/04/22 01:00:00 PM,32.291,,,,,
553,06/04/22 02:00:00 PM,27.075,,,,,
554,06/04/22 03:00:00 PM,28.555,,,,,
555,06/04/22 04:00:00 PM,35.222,,,,,
556,06/04/22 05:00:00 PM,27.567,,,,,
557,06/04/22 06:00:00 PM,20.996,,,,,
558,06/04/22 07:00:00 PM,19.282,,,,,
559,06/04/22 08:00:00 PM,17.570,,,,,
560,06/04/22 09:00:00 PM,16.808,,,,,
561,06/04/22 10:00:00 PM,16.332,,,,,
562,06/04/22 11:00:00 PM,15.378,,,,,
563,06/05/22 12:00:00 AM,14.804,,,,,
564,06/05/22 01:00:00 AM,14.134,,,,,
565,06/05/22 02:00:00 AM,13.365,,,,,
566,06/05/22 03:00:00 AM,12.883,,,,,
567,06/05/22 04:00:00 AM,12.304,,,,,
568,06/05/22 05:00:00 AM,11.916,,,,,
569,06/05/22 06:00:00 AM,13.654,,,,,
570,06/05/22 07:00:00 AM,20.138,,,,,
571,06/05/22 08:00:00 AM,25.902,,,,,
572,06/05/22 09:00:00 AM,25.125,,,,,
573,06/05/22 10:00:00 AM,28.456,,,,,
574,06/05/22 11:00:00 AM,30.558,,,,,
575,06/05/22 12:00:00 PM,32.394,,,,,
576,06/05/22 01:00:00 PM,27.567,,,,,
577,06/05/22 02:00:00 PM,24.062,,,,,
578,06/05/22 03:00:00 PM,27.075,,,,,
579,06/05/22 04:00:00 PM,32.600,,,,,
580,06/05/22 05:00:00 PM,24.351,,,,,
581,06/05/22 06:00:00 PM,21.855,,,,,
582,06/05/22 07:00:00 PM,17.950,,,,,
583,06/05/22 08:00:00 PM,16.713,,,,,
584,06/05/22 09:00:00 PM,16.523,,,,,
585,06/05/22 10:00:00 PM,16.141,,,,,
586,06/05/22 11:00:00 PM,14.900,,,,,
587,06/06/22 12:00:00 AM,14.709,,,,,
588,06/06/22 01:00:00 AM,14.421,,,,,
589,06/06/22 02:00:00 AM,14.134,,,,,
590,06/06/22 03:00:00 AM,13.558,,,,,
591,06/06/22 04:00:00 AM,12.980,,,,,
592,06/06/22 05:00:00 AM,12.401,,,,,
593,06/06/22 06:00:00 AM,13.269,,,,,
594,06/06/22 07:00:00 AM,20.234,,,,,
595,06/06/22 08:00:00 AM,25.610,,,,,
596,06/06/22 09:00:00 AM,22.812,,,,,
597,06/06/22 10:00:00 AM,28.655,,,,,
598,06/06/22 11:00:00 AM,27.567,,,,,
599,06/06/22 12:00:00 PM,30.054,,,,,
600,06/06/22 01:00:00 PM,33.848,,,,,
601,06/06/22 02:00:00 PM,26.683,,,,,
602,06/06/22 03:00:00 PM,29.853,,,,,
603,06/06/22 04:00:00 PM,32.911,,,,,
604,06/06/22 05:00:00 PM,30.154,,,,,
605,06/06/22 06:00:00 PM,21.855,,,,,
606,06/06/22 07:00:00 PM,18.711,,,,,
607,06/06/22 08:00:00 PM,17.475,,,,,
608,06/06/22 09:00:00 PM,17.094,,,,,
609,06/06/22 10:00:00 PM,16.332,,,,,
610,06/06/22 11:00:00 PM,15.282,,,,,
611,06/07/22 12:00:00 AM,14.900,,,,,
612,06/07/22 01:00:00 AM,14.421,,,,,
613,06/07/22 02:00:00 AM,13.942,,,,,
614,06/07/22 03:00:00 AM,13.365,,,,,
615,06/07/22 04:00:00 AM,12.787,,,,,
616,06/07/22 05:00:00 AM,12.304,,,,,
617,06/07/22 06:00:00 AM,13.365,,,,,
618,06/07/22 07:00:00 AM,20.519,,,,,
619,06/07/22 08:00:00 AM,25.805,,,,,
620,06/07/22 09:00:00 AM,20.710,,,,,
621,06/07/22 10:00:00 AM,28.456,,,,,
622,06/07/22 11:00:00 AM,27.961,,,,,
623,06/07/22 12:00:00 PM,30.659,,,,,
624,06/07/22 01:00:00 PM,27.370,,,,,
625,06/07/22 02:00:00 PM,27.075,,,,,
626,06/07/22 03:00:00 PM,29.853,,,,,
627,06/07/22 04:00:00 PM,35.222,,,,,
628,06/07/22 05:00:00 PM,32.086,,,,,
629,06/07/22 06:00:00 PM,22.333,,,,,
630,06/07/22 07:00:00 PM,19.282,,,,,
631,06/07/22 08:00:00 PM,17.665,,,,,
632,06/07/22 09:00:00 PM,17.379,,,,,
633,06/07/22 10:00:00 PM,16.427,,,,,
634,06/07/22 11:00:00 PM,14.804,,,,,
635,06/08/22 12:00:00 AM,14.996,,,,,
636,06/08/22 01:00:00 AM,15.091,,,,,
637,06/08/22 02:00:00 AM,14.709,,,,,
638,06/08/22 03:00:00 AM,14.230,,,,,
639,06/08/22 04:00:00 AM,13.846,,,,,
640,06/08/22 05:00:00 AM,13.461,,,,,
641,06/08/22 06:00:00 AM,14.421,,,,,
642,06/08/22 07:00:00 AM,21.378,,,,,
643,06/08/22 08:00:00 AM,20.901,,,,,
644,06/08/22 09:00:00 AM,21.951,,,,,
645,06/08/22 10:00:00 AM,27.173,,,,,
646,06/08/22 11:00:00 AM,29.452,,,,,
647,06/08/22 12:00:00 PM,32.497,,,,,
648,06/08/22 01:00:00 PM,34.058,,,,,
649,06/08/22 02:00:00 PM,28.456,,,,,
650,06/08/22 03:00:00 PM,31.574,,,,,
651,06/08/22 04:00:00 PM,40.415,,,,,
652,06/08/22 05:00:00 PM,30.963,,,,,
653,06/08/22 06:00:00 PM,22.429,,,,,
654,06/08/22 07:00:00 PM,19.472,,,,,
655,06/08/22 08:00:00 PM,17.475,,,,,
656,06/08/22 09:00:00 PM,17.665,,,,,
657,06/08/22 10:00:00 PM,16.141,,,,,
658,06/08/22 11:00:00 PM,14.709,,,,,
659,06/09/22 12:00:00 AM,14.613,,,,,
660,06/09/22 01:00:00 AM,14.325,,,,,
661,06/09/22 02:00:00 AM,13.846,,,,,
662,06/09/22 03:00:00 AM,13.846,,,,,
663,06/09/22 04:00:00 AM,13.558,,,,,
664,06/09/22 05:00:00 AM,13.173,,,,,
665,06/09/22 06:00:00 AM,14.421,,,,,
666,06/09/22 07:00:00 AM,21.091,,,,,
667,06/09/22 08:00:00 AM,24.641,,,,,
668,06/09/22 09:00:00 AM,21.760,,,,,
669,06/09/22 10:00:00 AM,28.060,,,,,
670,06/09/22 11:00:00 AM,29.853,,,,,
671,06/09/22 12:00:00 PM,32.394,,,,,
672,06/09/22 01:00:00 PM,28.555,,,,,
673,06/09/22 02:00:00 PM,28.258,,,,,
674,06/09/22 03:00:00 PM,28.655,,,,,
675,06/09/22 04:00:00 PM,34.691,,,,,
676,06/09/22 05:00:00 PM,35.971,,,,,
677,06/09/22 06:00:00 PM,24.062,,,,,
678,06/09/22 07:00:00 PM,20.424,,,,,
679,06/09/22 08:00:00 PM,18.045,,,,,
680,06/09/22 09:00:00 PM,17.950,,,,,
681,06/09/22 10:00:00 PM,16.332,,,,,
682,06/09/22 11:00:00 PM,15.091,,,,,
683,06/10/22 12:00:00 AM,15.378,,,,,
684,06/10/22 01:00:00 AM,15.282,,,,,
685,06/10/22 02:00:00 AM,15.282,,,,,
686,06/10/22 03:00:00 AM,15.569,,,,,
687,06/10/22 04:00:00 AM,15.473,,,,,
688,06/10/22 05:00:00 AM,14.900,,,,,
689,06/10/22 06:00:00 AM,16.141,,,,,
690,06/10/22 07:00:00 AM,21.951,,,,,
691,06/10/22 08:00:00 AM,25.805,,,,,
692,06/10/22 08:40:55 AM,,Logged,,,,
693,06/10/22 08:40:57 AM,,,Logged,,,
694,06/10/22 08:41:28 AM,,,Logged,,,
695,06/10/22 08:41:37 AM,,,Logged,,,
696,06/10/22 08:41:40 AM,,,,Logged,,
697,06/10/22 08:41:45 AM,,Logged,,,,
698,06/10/22 08:41:49 AM,,,Logged,,,
699,06/10/22 08:42:32 AM,,,Logged,,,
700,06/10/22 08:42:40 AM,,,,Logged,,
701,06/10/22 09:00:00 AM,27.272,,,,,
702,06/10/22 09:19:11 AM,,Logged,,,,
703,06/10/22 09:19:12 AM,,,Logged,,,
704,06/10/22 09:19:56 AM,,,,Logged,,
705,06/10/22 10:00:00 AM,28.754,,,,,
706,06/10/22 11:00:00 AM,35.542,,,,,
707,06/10/22 12:00:00 PM,27.468,,,,,
708,06/10/22 01:00:00 PM,27.272,,,,,
709,06/10/22 02:00:00 PM,33.014,,,,,
710,06/10/22 03:00:00 PM,23.581,,,,,
711,06/10/22 04:00:00 PM,18.996,,,,,
712,06/10/22 05:00:00 PM,18.616,,,,,
713,06/10/22 06:00:00 PM,17.379,,,,,
714,06/10/22 07:00:00 PM,17.855,,,,,
715,06/10/22 08:00:00 PM,17.379,,,,,
716,06/10/22 09:00:00 PM,17.665,,,,,
717,06/10/22 10:00:00 PM,16.808,,,,,
718,06/10/22 11:00:00 PM,15.473,,,,,
719,06/11/22 12:00:00 AM,15.187,,,,,
720,06/11/22 01:00:00 AM,14.900,,,,,
721,06/11/22 02:00:00 AM,14.804,,,,,
722,06/11/22 03:00:00 AM,14.709,,,,,
723,06/11/22 04:00:00 AM,14.421,,,,,
724,06/11/22 05:00:00 AM,14.325,,,,,
725,06/11/22 06:00:00 AM,15.378,,,,,
726,06/11/22 07:00:00 AM,19.092,,,,,
727,06/11/22 08:00:00 AM,26.781,,,,,
728,06/11/22 09:00:00 AM,19.853,,,,,
729,06/11/22 10:00:00 AM,27.764,,,,,
730,06/11/22 11:00:00 AM,33.848,,,,,
731,06/11/22 12:00:00 PM,39.729,,,,,
732,06/11/22 01:00:00 PM,39.050,,,,,
733,06/11/22 02:00:00 PM,44.457,,,,,
734,06/11/22 03:00:00 PM,49.225,,,,,
735,06/11/22 04:00:00 PM,40.761,,,,,
736,06/11/22 05:00:00 PM,41.692,,,,,
737,06/11/22 06:00:00 PM,28.953,,,,,
738,06/11/22 07:00:00 PM,24.448,,,,,
739,06/11/22 08:00:00 PM,21.855,,,,,
740,06/11/22 09:00:00 PM,20.519,,,,,
741,06/11/22 10:00:00 PM,18.806,,,,,
742,06/11/22 11:00:00 PM,17.284,,,,,
743,06/12/22 12:00:00 AM,15.951,,,,,
744,06/12/22 01:00:00 AM,15.473,,,,,
745,06/12/22 02:00:00 AM,14.804,,,,,
746,06/12/22 03:00:00 AM,14.709,,,,,
747,06/12/22 04:00:00 AM,14.325,,,,,
748,06/12/22 05:00:00 AM,13.846,,,,,
749,06/12/22 06:00:00 AM,14.900,,,,,
750,06/12/22 07:00:00 AM,21.664,,,,,
751,06/12/22 08:00:00 AM,30.963,,,,,
752,06/12/22 09:00:00 AM,24.545,,,,,
753,06/12/22 10:00:00 AM,33.743,,,,,
754,06/12/22 11:00:00 AM,40.415,,,,,
755,06/12/22 12:00:00 PM,45.703,,,,,
756,06/12/22 01:00:00 PM,46.850,,,,,
757,06/12/22 02:00:00 PM,45.829,,,,,
758,06/12/22 03:00:00 PM,47.760,,,,,
759,06/12/22 04:00:00 PM,45.956,,,,,
760,06/12/22 05:00:00 PM,31.064,,,,,
761,06/12/22 06:00:00 PM,28.853,,,,,
762,06/12/22 07:00:00 PM,24.255,,,,,
763,06/12/22 08:00:00 PM,21.664,,,,,
764,06/12/22 09:00:00 PM,20.424,,,,,
765,06/12/22 10:00:00 PM,19.282,,,,,
766,06/12/22 11:00:00 PM,18.616,,,,,
767,06/13/22 12:00:00 AM,18.140,,,,,
768,06/13/22 01:00:00 AM,17.475,,,,,
769,06/13/22 02:00:00 AM,17.284,,,,,
770,06/13/22 03:00:00 AM,17.189,,,,,
771,06/13/22 04:00:00 AM,16.713,,,,,
772,06/13/22 05:00:00 AM,16.046,,,,,
773,06/13/22 06:00:00 AM,16.523,,,,,
774,06/13/22 07:00:00 AM,24.062,,,,,
775,06/13/22 08:00:00 AM,32.086,,,,,
776,06/13/22 09:00:00 AM,23.869,,,,,
777,06/13/22 10:00:00 AM,33.639,,,,,
778,06/13/22 11:00:00 AM,41.225,,,,,
779,06/13/22 12:00:00 PM,48.155,,,,,
780,06/13/22 01:00:00 PM,48.687,,,,,
781,06/13/22 02:00:00 PM,40.185,,,,,
782,06/13/22 03:00:00 PM,44.211,,,,,
783,06/13/22 04:00:00 PM,43.480,,,,,
784,06/13/22 05:00:00 PM,39.843,,,,,
785,06/13/22 06:00:00 PM,30.054,,,,,
786,06/13/22 07:00:00 PM,18.901,,,,,
787,06/13/22 08:00:00 PM,17.950,,,,,
788,06/13/22 09:00:00 PM,17.094,,,,,
789,06/13/22 10:00:00 PM,15.951,,,,,
790,06/13/22 11:00:00 PM,14.709,,,,,
791,06/14/22 12:00:00 AM,13.750,,,,,
792,06/14/22 01:00:00 AM,14.038,,,,,
793,06/14/22 02:00:00 AM,13.365,,,,,
794,06/14/22 03:00:00 AM,13.076,,,,,
795,06/14/22 04:00:00 AM,13.173,,,,,
796,06/14/22 05:00:00 AM,13.076,,,,,
797,06/14/22 06:00:00 AM,13.750,,,,,
798,06/14/22 07:00:00 AM,19.758,,,,,
799,06/14/22 08:00:00 AM,27.370,,,,,
800,06/14/22 09:00:00 AM,21.951,,,,,
801,06/14/22 10:00:00 AM,30.154,,,,,
802,06/14/22 11:00:00 AM,37.604,,,,,
803,06/14/22 12:00:00 PM,42.878,,,,,
804,06/14/22 01:00:00 PM,43.238,,,,,
805,06/14/22 02:00:00 PM,42.758,,,,,
806,06/14/22 03:00:00 PM,45.326,,,,,
807,06/14/22 04:00:00 PM,43.723,,,,,
808,06/14/22 05:00:00 PM,43.359,,,,,
809,06/14/22 06:00:00 PM,30.760,,,,,
810,06/14/22 07:00:00 PM,24.545,,,,,
811,06/14/22 08:00:00 PM,20.519,,,,,
812,06/14/22 09:00:00 PM,18.140,,,,,
813,06/14/22 10:00:00 PM,16.237,,,,,
814,06/14/22 11:00:00 PM,13.654,,,,,
815,06/15/22 12:00:00 AM,13.750,,,,,
816,06/15/22 01:00:00 AM,13.558,,,,,
817,06/15/22 02:00:00 AM,13.269,,,,,
818,06/15/22 03:00:00 AM,12.883,,,,,
819,06/15/22 04:00:00 AM,12.497,,,,,
820,06/15/22 05:00:00 AM,12.013,,,,,
821,06/15/22 06:00:00 AM,12.594,,,,,
822,06/15/22 07:00:00 AM,18.426,,,,,
823,06/15/22 08:00:00 AM,25.319,,,,,
824,06/15/22 09:00:00 AM,22.046,,,,,
825,06/15/22 10:00:00 AM,31.064,,,,,
826,06/15/22 11:00:00 AM,37.604,,,,,
827,06/15/22 12:00:00 PM,42.282,,,,,
828,06/15/22 01:00:00 PM,42.046,,,,,
829,06/15/22 02:00:00 PM,44.089,,,,,
830,06/15/22 03:00:00 PM,46.210,,,,,
831,06/15/22 04:00:00 PM,45.956,,,,,
832,06/15/22 05:00:00 PM,45.326,,,,,
833,06/15/22 06:00:00 PM,33.326,,,,,
834,06/15/22 07:00:00 PM,27.272,,,,,
835,06/15/22 08:00:00 PM,21.951,,,,,
836,06/15/22 09:00:00 PM,18.331,,,,,
837,06/15/22 10:00:00 PM,16.141,,,,,
838,06/15/22 11:00:00 PM,14.804,,,,,
839,06/16/22 12:00:00 AM,14.613,,,,,
840,06/16/22 01:00:00 AM,14.038,,,,,
841,06/16/22 02:00:00 AM,13.365,,,,,
842,06/16/22 03:00:00 AM,13.173,,,,,
843,06/16/22 04:00:00 AM,12.594,,,,,
844,06/16/22 05:00:00 AM,12.110,,,,,
845,06/16/22 06:00:00 AM,13.173,,,,,
846,06/16/22 07:00:00 AM,20.805,,,,,
847,06/16/22 08:00:00 AM,30.558,,,,,
848,06/16/22 09:00:00 AM,25.610,,,,,
849,06/16/22 10:00:00 AM,35.756,,,,,
850,06/16/22 11:00:00 AM,32.291,,,,,
851,06/16/22 12:00:00 PM,43.601,,,,,
852,06/16/22 01:00:00 PM,44.828,,,,,
853,06/16/22 02:00:00 PM,45.076,,,,,
854,06/16/22 03:00:00 PM,46.979,,,,,
855,06/16/22 04:00:00 PM,38.602,,,,,
856,06/16/22 05:00:00 PM,38.938,,,,,
857,06/16/22 06:00:00 PM,29.953,,,,,
858,06/16/22 07:00:00 PM,24.738,,,,,
859,06/16/22 08:00:00 PM,21.378,,,,,
860,06/16/22 09:00:00 PM,18.426,,,,,
861,06/16/22 10:00:00 PM,17.570,,,,,
862,06/16/22 11:00:00 PM,16.808,,,,,
863,06/17/22 12:00:00 AM,15.855,,,,,
864,06/17/22 01:00:00 AM,14.709,,,,,
865,06/17/22 02:00:00 AM,14.517,,,,,
866,06/17/22 03:00:00 AM,14.325,,,,,
867,06/17/22 04:00:00 AM,14.325,,,,,
868,06/17/22 05:00:00 AM,14.421,,,,,
869,06/17/22 06:00:00 AM,14.804,,,,,
870,06/17/22 07:00:00 AM,20.901,,,,,
871,06/17/22 08:00:00 AM,24.158,,,,,
872,06/17/22 09:00:00 AM,24.835,,,,,
873,06/17/22 10:00:00 AM,33.430,,,,,
874,06/17/22 11:00:00 AM,40.300,,,,,
875,06/17/22 12:00:00 PM,44.457,,,,,
876,06/17/22 01:00:00 PM,44.580,,,,,
877,06/17/22 02:00:00 PM,37.935,,,,,
878,06/17/22 03:00:00 PM,40.645,,,,,
879,06/17/22 04:00:00 PM,37.274,,,,,
880,06/17/22 05:00:00 PM,31.268,,,,,
881,06/17/22 06:00:00 PM,22.238,,,,,
882,06/17/22 07:00:00 PM,16.713,,,,,
883,06/17/22 08:00:00 PM,15.760,,,,,
884,06/17/22 09:00:00 PM,16.523,,,,,
885,06/17/22 10:00:00 PM,15.378,,,,,
886,06/17/22 11:00:00 PM,14.709,,,,,
887,06/18/22 12:00:00 AM,14.517,,,,,
888,06/18/22 01:00:00 AM,14.421,,,,,
889,06/18/22 02:00:00 AM,14.900,,,,,
890,06/18/22 03:00:00 AM,14.996,,,,,
891,06/18/22 04:00:00 AM,14.421,,,,,
892,06/18/22 05:00:00 AM,14.038,,,,,
893,06/18/22 06:00:00 AM,14.709,,,,,
894,06/18/22 07:00:00 AM,19.853,,,,,
895,06/18/22 08:00:00 AM,25.513,,,,,
896,06/18/22 09:00:00 AM,23.388,,,,,
897,06/18/22 10:00:00 AM,25.513,,,,,
898,06/18/22 11:00:00 AM,23.004,,,,,
899,06/18/22 12:00:00 PM,26.683,,,,,
900,06/18/22 01:00:00 PM,23.004,,,,,
901,06/18/22 02:00:00 PM,26.000,,,,,
902,06/18/22 03:00:00 PM,21.855,,,,,
903,06/18/22 04:00:00 PM,26.488,,,,,
904,06/18/22 05:00:00 PM,25.222,,,,,
905,06/18/22 06:00:00 PM,19.853,,,,,
906,06/18/22 07:00:00 PM,18.616,,,,,
907,06/18/22 08:00:00 PM,17.379,,,,,
908,06/18/22 09:00:00 PM,16.618,,,,,
909,06/18/22 10:00:00 PM,16.427,,,,,
910,06/18/22 11:00:00 PM,15.664,,,,,
911,06/19/22 12:00:00 AM,15.664,,,,,
912,06/19/22 01:00:00 AM,15.569,,,,,
913,06/19/22 02:00:00 AM,14.996,,,,,
914,06/19/22 03:00:00 AM,14.709,,,,,
915,06/19/22 04:00:00 AM,14.613,,,,,
916,06/19/22 05:00:00 AM,14.709,,,,,
917,06/19/22 06:00:00 AM,14.900,,,,,
918,06/19/22 07:00:00 AM,16.903,,,,,
919,06/19/22 08:00:00 AM,24.641,,,,,
920,06/19/22 09:00:00 AM,20.805,,,,,
921,06/19/22 10:00:00 AM,23.869,,,,,
922,06/19/22 11:00:00 AM,31.574,,,,,
923,06/19/22 12:00:00 PM,33.743,,,,,
924,06/19/22 01:00:00 PM,33.326,,,,,
925,06/19/22 02:00:00 PM,28.258,,,,,
926,06/19/22 03:00:00 PM,26.097,,,,,
927,06/19/22 04:00:00 PM,28.060,,,,,
928,06/19/22 05:00:00 PM,28.754,,,,,
929,06/19/22 06:00:00 PM,20.234,,,,,
930,06/19/22 07:00:00 PM,16.903,,,,,
931,06/19/22 08:00:00 PM,15.664,,,,,
932,06/19/22 09:00:00 PM,14.996,,,,,
933,06/19/22 10:00:00 PM,14.038,,,,,
934,06/19/22 11:00:00 PM,12.980,,,,,
935,06/20/22 12:00:00 AM,11.722,,,,,
936,06/20/22 01:00:00 AM,11.528,,,,,
937,06/20/22 02:00:00 AM,11.041,,,,,
938,06/20/22 03:00:00 AM,10.846,,,,,
939,06/20/22 04:00:00 AM,10.748,,,,,
940,06/20/22 05:00:00 AM,10.455,,,,,
941,06/20/22 06:00:00 AM,11.139,,,,,
942,06/20/22 07:00:00 AM,17.760,,,,,
943,06/20/22 08:00:00 AM,23.004,,,,,
944,06/20/22 09:00:00 AM,18.806,,,,,
945,06/20/22 10:00:00 AM,25.805,,,,,
946,06/20/22 11:00:00 AM,28.555,,,,,
947,06/20/22 12:00:00 PM,33.743,,,,,
948,06/20/22 01:00:00 PM,31.880,,,,,
949,06/20/22 02:00:00 PM,31.574,,,,,
950,06/20/22 03:00:00 PM,29.452,,,,,
951,06/20/22 04:00:00 PM,28.655,,,,,
952,06/20/22 05:00:00 PM,27.468,,,,,
953,06/20/22 06:00:00 PM,20.615,,,,,
954,06/20/22 07:00:00 PM,15.855,,,,,
955,06/20/22 08:00:00 PM,15.760,,,,,
956,06/20/22 09:00:00 PM,15.569,,,,,
957,06/20/22 10:00:00 PM,14.900,,,,,
958,06/20/22 11:00:00 PM,13.942,,,,,
959,06/21/22 12:00:00 AM,13.173,,,,,
960,06/21/22 01:00:00 AM,12.207,,,,,
961,06/21/22 02:00:00 AM,11.625,,,,,
962,06/21/22 03:00:00 AM,11.334,,,,,
963,06/21/22 04:00:00 AM,11.139,,,,,
964,06/21/22 05:00:00 AM,10.846,,,,,
965,06/21/22 06:00:00 AM,11.625,,,,,
966,06/21/22 07:00:00 AM,17.284,,,,,
967,06/21/22 08:00:00 AM,23.388,,,,,
968,06/21/22 09:00:00 AM,19.948,,,,,
969,06/21/22 10:00:00 AM,27.665,,,,,
970,06/21/22 11:00:00 AM,31.166,,,,,
971,06/21/22 12:00:00 PM,33.743,,,,,
972,06/21/22 01:00:00 PM,32.911,,,,,
973,06/21/22 02:00:00 PM,31.574,,,,,
974,06/21/22 03:00:00 PM,27.272,,,,,
975,06/21/22 04:00:00 PM,29.953,,,,,
976,06/21/22 05:00:00 PM,22.046,,,,,
977,06/21/22 06:00:00 PM,19.758,,,,,
978,06/21/22 07:00:00 PM,16.523,,,,,
979,06/21/22 08:00:00 PM,16.141,,,,,
980,06/21/22 09:00:00 PM,16.523,,,,,
981,06/21/22 10:00:00 PM,15.187,,,,,
982,06/21/22 11:00:00 PM,14.517,,,,,
983,06/22/22 12:00:00 AM,14.421,,,,,
984,06/22/22 01:00:00 AM,14.325,,,,,
985,06/22/22 02:00:00 AM,14.613,,,,,
986,06/22/22 03:00:00 AM,14.709,,,,,
987,06/22/22 04:00:00 AM,14.709,,,,,
988,06/22/22 05:00:00 AM,14.900,,,,,
989,06/22/22 06:00:00 AM,15.187,,,,,
990,06/22/22 07:00:00 AM,17.284,,,,,
991,06/22/22 08:00:00 AM,23.388,,,,,
992,06/22/22 09:00:00 AM,21.378,,,,,
993,06/22/22 10:00:00 AM,26.879,,,,,
994,06/22/22 11:00:00 AM,29.752,,,,,
995,06/22/22 12:00:00 PM,24.448,,,,,
996,06/22/22 12:23:40 PM,,Logged,,,,
997,06/22/22 12:23:54 PM,,,Logged,,,
998,06/22/22 12:25:07 PM,,,,Logged,,
999,06/22/22 01:00:00 PM,22.333,,,,,
1000,06/22/22 02:00:00 PM,21.664,,,,,
1001,06/22/22 03:00:00 PM,21.473,,,,,
1002,06/22/22 04:00:00 PM,19.758,,,,,
1003,06/22/22 05:00:00 PM,19.567,,,,,
1004,06/22/22 06:00:00 PM,19.948,,,,,
1005,06/22/22 07:00:00 PM,18.236,,,,,
1006,06/22/22 08:00:00 PM,17.855,,,,,
1007,06/22/22 09:00:00 PM,17.094,,,,,
1008,06/22/22 10:00:00 PM,16.332,,,,,
1009,06/22/22 11:00:00 PM,15.378,,,,,
1010,06/23/22 12:00:00 AM,14.613,,,,,
1011,06/23/22 01:00:00 AM,13.942,,,,,
1012,06/23/22 02:00:00 AM,13.269,,,,,
1013,06/23/22 03:00:00 AM,12.594,,,,,
1014,06/23/22 04:00:00 AM,12.110,,,,,
1015,06/23/22 05:00:00 AM,12.110,,,,,
1016,06/23/22 06:00:00 AM,12.980,,,,,
1017,06/23/22 07:00:00 AM,18.711,,,,,
1018,06/23/22 08:00:00 AM,24.351,,,,,
1019,06/23/22 09:00:00 AM,25.222,,,,,
1020,06/23/22 10:00:00 AM,26.000,,,,,
1021,06/23/22 11:00:00 AM,30.963,,,,,
1022,06/23/22 12:00:00 PM,35.864,,,,,
1023,06/23/22 01:00:00 PM,18.331,,,,,
1024,06/23/22 02:00:00 PM,18.521,,,,,
1025,06/23/22 03:00:00 PM,16.427,,,,,
1026,06/23/22 04:00:00 PM,21.855,,,,,
1027,06/23/22 05:00:00 PM,19.377,,,,,
1028,06/23/22 06:00:00 PM,21.760,,,,,
1029,06/23/22 07:00:00 PM,19.092,,,,,
1030,06/23/22 08:00:00 PM,18.236,,,,,
1031,06/23/22 09:00:00 PM,17.379,,,,,
1032,06/23/22 10:00:00 PM,16.427,,,,,
1033,06/23/22 11:00:00 PM,15.473,,,,,
1034,06/24/22 12:00:00 AM,15.282,,,,,
1035,06/24/22 01:00:00 AM,14.996,,,,,
1036,06/24/22 02:00:00 AM,14.900,,,,,
1037,06/24/22 03:00:00 AM,14.421,,,,,
1038,06/24/22 04:00:00 AM,14.230,,,,,
1039,06/24/22 05:00:00 AM,14.325,,,,,
1040,06/24/22 06:00:00 AM,14.900,,,,,
1041,06/24/22 07:00:00 AM,16.332,,,,,
1042,06/24/22 08:00:00 AM,21.091,,,,,
1043,06/24/22 09:00:00 AM,20.996,,,,,
1044,06/24/22 10:00:00 AM,25.028,,,,,
1045,06/24/22 11:00:00 AM,31.880,,,,,
1046,06/24/22 12:00:00 PM,29.652,,,,,
1047,06/24/22 01:00:00 PM,30.054,,,,,
1048,06/24/22 02:00:00 PM,26.097,,,,,
1049,06/24/22 03:00:00 PM,24.448,,,,,
1050,06/24/22 04:00:00 PM,23.966,,,,,
1051,06/24/22 05:00:00 PM,21.473,,,,,
1052,06/24/22 06:00:00 PM,19.282,,,,,
1053,06/24/22 07:00:00 PM,18.236,,,,,
1054,06/24/22 08:00:00 PM,17.189,,,,,
1055,06/24/22 09:00:00 PM,16.903,,,,,
1056,06/24/22 10:00:00 PM,16.903,,,,,
