,Year,Site,Treatment,Plot,Quadrat,Species,Obs,Canopy_cover,Count,PFT
407,2021,Ponderosa pine meadow,D,7,2,ARFE,1,0.1,1,PF
408,2021,Ponderosa pine meadow,W,8,1,ARFE,1,1.5,1,PF
409,2021,Ponderosa pine meadow,W,9,1,ARFE,1,0.25,1,PF
410,2021,Ponderosa pine meadow,W,9,1,ARFE,2,0.1,2,PF
411,2021,Ponderosa pine meadow,W,9,2,ARFE,1,1,1,PF
412,2021,Ponderosa pine meadow,D,10,1,ARFE,1,1,1,PF
413,2021,Ponderosa pine meadow,D,10,1,ARFE,2,0.25,1,PF
414,2021,Ponderosa pine meadow,D,10,2,ARFE,1,0.1,1,PF
415,2021,Ponderosa pine meadow,C,11,1,ARFE,1,0.1,1,PF
416,2021,Ponderosa pine meadow,W,12,1,ARFE,1,0.1,2,PF
417,2021,Ponderosa pine meadow,W,12,1,ARFE,2,0.25,3,PF
418,2021,Ponderosa pine meadow,W,12,2,ARFE,1,0.1,1,PF
419,2021,Ponderosa pine meadow,W,12,2,ARFE,2,0.25,1,PF
420,2021,Ponderosa pine meadow,D,1,2,ASHU,1,0.5,1,PF
421,2021,Ponderosa pine meadow,C,2,2,ASHU,1,2,1,PF
422,2021,Ponderosa pine meadow,C,2,2,ASHU,2,0.5,1,PF
423,2021,Ponderosa pine meadow,C,2,2,ASHU,3,0.1,1,PF
424,2021,Ponderosa pine meadow,W,3,1,ASHU,1,2,2,PF
425,2021,Ponderosa pine meadow,W,3,1,ASHU,2,0.5,1,PF
426,2021,Ponderosa pine meadow,W,3,2,ASHU,1,3,2,PF
427,2021,Ponderosa pine meadow,W,3,2,ASHU,2,4,1,PF
428,2021,Ponderosa pine meadow,W,3,2,ASHU,3,2,2,PF
429,2021,Ponderosa pine meadow,D,4,1,ASHU,1,1,2,PF
430,2021,Ponderosa pine meadow,D,4,2,ASHU,1,0.5,2,PF
431,2021,Ponderosa pine meadow,C,5,1,ASHU,1,1,1,PF
432,2021,Ponderosa pine meadow,C,5,2,ASHU,1,1,1,PF
433,2021,Ponderosa pine meadow,C,6,1,ASHU,1,0.25,1,PF
434,2021,Ponderosa pine meadow,C,6,1,ASHU,2,1,1,PF
435,2021,Ponderosa pine meadow,C,6,2,ASHU,1,1,3,PF
436,2021,Ponderosa pine meadow,D,7,1,ASHU,1,2,1,PF
437,2021,Ponderosa pine meadow,D,7,1,ASHU,2,1,2,PF
438,2021,Ponderosa pine meadow,D,7,1,ASHU,3,0.5,2,PF
439,2021,Ponderosa pine meadow,D,7,2,ASHU,1,2,1,PF
440,2021,Ponderosa pine meadow,D,7,2,ASHU,2,1,1,PF
441,2021,Ponderosa pine meadow,D,7,2,ASHU,3,0.5,1,PF
442,2021,Ponderosa pine meadow,W,9,2,ASHU,1,0.25,2,PF
443,2021,Ponderosa pine meadow,D,10,2,ASHU,1,4,1,PF
444,2021,Ponderosa pine meadow,D,10,2,ASHU,2,3,1,PF
445,2021,Ponderosa pine meadow,D,10,2,ASHU,3,2,1,PF
446,2021,Ponderosa pine meadow,D,10,2,ASHU,4,1,1,PF
447,2021,Ponderosa pine meadow,D,10,2,ASHU,5,0.5,2,PF
448,2021,Ponderosa pine meadow,D,10,2,ASHU,6,0.1,3,PF
449,2021,Ponderosa pine meadow,W,12,1,ASHU,1,1.5,1,PF
450,2021,Ponderosa pine meadow,W,12,1,ASHU,2,0.25,1,PF
451,2021,Ponderosa pine meadow,W,12,1,ASHU,3,2,1,PF
452,2021,Ponderosa pine meadow,W,12,1,ASHU,4,0.5,2,PF
453,2021,Ponderosa pine meadow,W,12,2,ASHU,1,2,2,PF
454,2021,Ponderosa pine meadow,W,12,2,ASHU,2,0.5,1,PF
455,2021,Ponderosa pine meadow,W,12,2,ASHU,3,1,1,PF
456,2021,Ponderosa pine meadow,C,2,1,BOGR,1,0.25,1,PG4
457,2021,Ponderosa pine meadow,C,2,2,BOGR,1,0.25,1,PG4
458,2021,Ponderosa pine meadow,C,2,2,BOGR,2,0.1,3,PG4
459,2021,Ponderosa pine meadow,W,3,1,BOGR,1,0.5,1,PG4
460,2021,Ponderosa pine meadow,W,3,1,BOGR,2,0.25,4,PG4
461,2021,Ponderosa pine meadow,W,3,2,BOGR,1,1,1,PG4
462,2021,Ponderosa pine meadow,W,3,2,BOGR,2,0.5,2,PG4
463,2021,Ponderosa pine meadow,W,3,2,BOGR,3,0.1,2,PG4
464,2021,Ponderosa pine meadow,W,3,2,BOGR,4,0.25,3,PG4
465,2021,Ponderosa pine meadow,W,3,2,BOGR,5,0.1,3,PG4
466,2021,Ponderosa pine meadow,D,4,2,BOGR,1,0.25,2,PG4
467,2021,Ponderosa pine meadow,C,5,1,BOGR,1,2,3,PG4
468,2021,Ponderosa pine meadow,C,5,1,BOGR,2,1,4,PG4
469,2021,Ponderosa pine meadow,C,5,1,BOGR,3,0.25,5,PG4
470,2021,Ponderosa pine meadow,W,8,1,BOGR,1,0.5,1,PG4
471,2021,Ponderosa pine meadow,W,8,1,BOGR,2,0.25,2,PG4
472,2021,Ponderosa pine meadow,W,8,1,BOGR,3,0.1,6,PG4
473,2021,Ponderosa pine meadow,W,8,2,BOGR,1,3,1,PG4
474,2021,Ponderosa pine meadow,W,8,2,BOGR,2,2,1,PG4
475,2021,Ponderosa pine meadow,W,8,2,BOGR,3,1,2,PG4
476,2021,Ponderosa pine meadow,W,8,2,BOGR,4,0.5,2,PG4
477,2021,Ponderosa pine meadow,W,9,1,BOGR,1,1.5,1,PG4
478,2021,Ponderosa pine meadow,W,9,1,BOGR,2,0.5,1,PG4
479,2021,Ponderosa pine meadow,W,9,1,BOGR,3,0.1,3,PG4
480,2021,Ponderosa pine meadow,D,10,2,BOGR,1,0.25,1,PG4
481,2021,Ponderosa pine meadow,D,10,2,BOGR,2,0.1,1,PG4
482,2021,Ponderosa pine meadow,C,11,2,BOGR,1,0.25,1,PG4
483,2021,Ponderosa pine meadow,W,12,1,BOGR,1,0.5,2,PG4
484,2021,Ponderosa pine meadow,W,12,1,BOGR,2,1,2,PG4
485,2021,Ponderosa pine meadow,W,12,1,BOGR,3,0.25,3,PG4
486,2021,Ponderosa pine meadow,W,12,1,BOGR,4,0.1,4,PG4
487,2021,Ponderosa pine meadow,W,12,2,BOGR,1,2,1,PG4
488,2021,Ponderosa pine meadow,W,12,2,BOGR,2,1,2,PG4
489,2021,Ponderosa pine meadow,W,12,2,BOGR,3,0.5,2,PG4
490,2021,Ponderosa pine meadow,W,12,2,BOGR,4,0.1,6,PG4
491,2021,Ponderosa pine meadow,C,2,1,BRPO,1,2,2,PG3
492,2021,Ponderosa pine meadow,W,3,1,CAGE,1,0.5,2,PG3
493,2021,Ponderosa pine meadow,W,3,1,CAGE,2,0.25,2,PG3
494,2021,Ponderosa pine meadow,C,2,2,CHEN,1,0.5,1,A
495,2021,Ponderosa pine meadow,C,2,2,CHEN,2,0.1,3,A
496,2021,Ponderosa pine meadow,D,4,2,CHEN,1,0.5,1,A
497,2021,Ponderosa pine meadow,D,4,2,CHEN,2,0.1,1,A
498,2021,Ponderosa pine meadow,C,11,1,CHEN,1,0.1,2,A
499,2021,Ponderosa pine meadow,C,11,1,CHEN,1,0.05,2,A
500,2021,Ponderosa pine meadow,W,12,1,CHEN,1,0.05,1,A
501,2021,Ponderosa pine meadow,C,6,2,CHSES,1,0.05,1,A
502,2021,Ponderosa pine meadow,W,8,1,CHSES,1,0.25,1,A
503,2021,Ponderosa pine meadow,D,10,1,CHSES,1,0.05,2,A
504,2021,Ponderosa pine meadow,D,10,2,CHSES,1,0.25,1,A
505,2021,Ponderosa pine meadow,W,3,1,CIWH,1,9,1,PF
506,2021,Ponderosa pine meadow,W,3,1,CIWH,2,4,1,PF
507,2021,Ponderosa pine meadow,D,1,1,COAR,1,7,1,PF
508,2021,Ponderosa pine meadow,D,1,1,COAR,2,2,1,PF
509,2021,Ponderosa pine meadow,D,1,1,COAR,3,5,1,PF
510,2021,Ponderosa pine meadow,D,1,1,COAR,4,6,2,PF
511,2021,Ponderosa pine meadow,D,1,1,COAR,5,4,2,PF
512,2021,Ponderosa pine meadow,D,1,1,COAR,6,2,2,PF
513,2021,Ponderosa pine meadow,D,1,1,COAR,7,0.5,3,PF
514,2021,Ponderosa pine meadow,D,1,2,COAR,1,5,1,PF
515,2021,Ponderosa pine meadow,D,1,2,COAR,2,3,2,PF
516,2021,Ponderosa pine meadow,D,1,2,COAR,3,4,1,PF
517,2021,Ponderosa pine meadow,D,1,2,COAR,4,2,1,PF
518,2021,Ponderosa pine meadow,C,2,1,COAR,1,4,1,PF
519,2021,Ponderosa pine meadow,C,2,1,COAR,2,1,1,PF
520,2021,Ponderosa pine meadow,C,2,1,COAR,3,2,1,PF
521,2021,Ponderosa pine meadow,C,2,2,COAR,1,0.5,1,PF
522,2021,Ponderosa pine meadow,C,2,2,COAR,2,0.25,1,PF
523,2021,Ponderosa pine meadow,C,2,1,ELEL,1,0.5,1,PG3
524,2021,Ponderosa pine meadow,C,2,2,ELEL,1,0.25,1,PG3
525,2021,Ponderosa pine meadow,C,2,2,ELEL,2,0.1,1,PG3
526,2021,Ponderosa pine meadow,W,3,1,ELEL,1,2,1,PG3
527,2021,Ponderosa pine meadow,W,3,1,ELEL,2,0.25,2,PG3
528,2021,Ponderosa pine meadow,W,3,1,ELEL,1,1,1,PG3
529,2021,Ponderosa pine meadow,W,3,1,ELEL,2,0.5,1,PG3
530,2021,Ponderosa pine meadow,W,3,2,ELEL,1,2,1,PG3
531,2021,Ponderosa pine meadow,W,3,2,ELEL,2,1,1,PG3
532,2021,Ponderosa pine meadow,W,3,2,ELEL,3,4,1,PG3
533,2021,Ponderosa pine meadow,D,4,1,ELEL,1,0.5,1,PG3
534,2021,Ponderosa pine meadow,D,4,1,ELEL,2,0.1,2,PG3
535,2021,Ponderosa pine meadow,D,4,1,ELEL,3,0.25,1,PG3
536,2021,Ponderosa pine meadow,D,4,2,ELEL,1,1,1,PG3
537,2021,Ponderosa pine meadow,C,5,1,ELEL,1,2,2,PG3
538,2021,Ponderosa pine meadow,C,5,2,ELEL,1,2,1,PG3
539,2021,Ponderosa pine meadow,C,5,2,ELEL,2,0.1,1,PG3
540,2021,Ponderosa pine meadow,C,6,1,ELEL,1,0.5,1,PG3
541,2021,Ponderosa pine meadow,C,6,2,ELEL,1,3,2,PG3
542,2021,Ponderosa pine meadow,D,7,1,ELEL,1,1,2,PG3
543,2021,Ponderosa pine meadow,W,9,1,ELEL,1,2,2,PG3
544,2021,Ponderosa pine meadow,W,9,1,ELEL,2,1,1,PG3
545,2021,Ponderosa pine meadow,W,9,1,ELEL,3,0.25,2,PG3
546,2021,Ponderosa pine meadow,W,9,1,ELEL,4,0.1,2,PG3
547,2021,Ponderosa pine meadow,W,9,2,ELEL,1,2,1,PG3
548,2021,Ponderosa pine meadow,W,9,2,ELEL,2,1,1,PG3
549,2021,Ponderosa pine meadow,W,9,2,ELEL,3,0.5,1,PG3
550,2021,Ponderosa pine meadow,D,10,2,ELEL,1,1,1,PG3
551,2021,Ponderosa pine meadow,C,11,2,ELEL,1,1.5,1,PG3
552,2021,Ponderosa pine meadow,W,12,1,ELEL,1,1.5,1,PG3
553,2021,Ponderosa pine meadow,W,12,2,ELEL,1,2,1,PG3
554,2021,Ponderosa pine meadow,W,12,2,ELEL,2,1,1,PG3
555,2021,Ponderosa pine meadow,W,12,2,ELEL,3,0.5,1,PG3
556,2021,Ponderosa pine meadow,C,2,1,EPBR,1,1.5,1,A
557,2021,Ponderosa pine meadow,C,2,1,EPBR,2,0.5,3,A
558,2021,Ponderosa pine meadow,C,2,2,EPBR,1,2,2,A
559,2021,Ponderosa pine meadow,C,2,2,EPBR,2,4,1,A
560,2021,Ponderosa pine meadow,C,2,2,EPBR,3,1,3,A
561,2021,Ponderosa pine meadow,D,4,2,EPBR,1,2,1,A
562,2021,Ponderosa pine meadow,D,4,2,EPBR,2,2,1,A
563,2021,Ponderosa pine meadow,C,5,1,EPBR,1,0.1,1,A
564,2021,Ponderosa pine meadow,C,5,2,EPBR,1,0.25,1,A
565,2021,Ponderosa pine meadow,C,5,2,EPBR,2,1,1,A
566,2021,Ponderosa pine meadow,C,6,1,EPBR,1,1,2,A
567,2021,Ponderosa pine meadow,C,6,1,EPBR,2,2,1,A
568,2021,Ponderosa pine meadow,C,6,2,EPBR,1,1,1,A
569,2021,Ponderosa pine meadow,C,6,2,EPBR,2,0.1,1,A
570,2021,Ponderosa pine meadow,D,7,1,EPBR,1,2,2,A
571,2021,Ponderosa pine meadow,D,7,1,EPBR,2,1,1,A
572,2021,Ponderosa pine meadow,D,7,1,EPBR,3,0.5,2,A
573,2021,Ponderosa pine meadow,W,8,1,EPBR,1,2,2,A
574,2021,Ponderosa pine meadow,W,8,1,EPBR,2,1,3,A
575,2021,Ponderosa pine meadow,W,8,1,EPBR,3,0.5,2,A
576,2021,Ponderosa pine meadow,W,8,2,EPBR,1,4,1,A
577,2021,Ponderosa pine meadow,W,8,2,EPBR,2,2,3,A
578,2021,Ponderosa pine meadow,W,8,2,EPBR,3,1,2,A
579,2021,Ponderosa pine meadow,W,8,2,EPBR,4,0.5,2,A
580,2021,Ponderosa pine meadow,W,9,1,EPBR,1,0.25,1,A
581,2021,Ponderosa pine meadow,W,9,2,EPBR,1,3,2,A
582,2021,Ponderosa pine meadow,W,9,2,EPBR,2,1,2,A
583,2021,Ponderosa pine meadow,W,9,2,EPBR,3,0.5,2,A
584,2021,Ponderosa pine meadow,W,9,2,EPBR,4,0.1,2,A
585,2021,Ponderosa pine meadow,C,11,1,EPBR,1,2,1,A
586,2021,Ponderosa pine meadow,C,11,1,EPBR,2,1,2,A
587,2021,Ponderosa pine meadow,C,11,1,EPBR,3,0.5,2,A
588,2021,Ponderosa pine meadow,C,11,2,EPBR,1,2,2,A
589,2021,Ponderosa pine meadow,C,11,2,EPBR,2,1,2,A
590,2021,Ponderosa pine meadow,C,11,2,EPBR,3,0.25,2,A
591,2021,Ponderosa pine meadow,D,1,1,ERFL,1,0.01,58,A
592,2021,Ponderosa pine meadow,D,1,2,ERFL,1,0.01,24,A
593,2021,Ponderosa pine meadow,C,2,1,ERFL,1,0.25,1,A
594,2021,Ponderosa pine meadow,C,2,1,ERFL,2,0.01,12,A
595,2021,Ponderosa pine meadow,C,2,2,ERFL,1,0.01,5,A
596,2021,Ponderosa pine meadow,W,3,1,ERFL,1,0.01,14,A
597,2021,Ponderosa pine meadow,W,3,2,ERFL,1,0.01,16,A
598,2021,Ponderosa pine meadow,W,3,2,ERFL,2,0.1,1,A
599,2021,Ponderosa pine meadow,D,4,1,ERFL,1,0.01,12,A
600,2021,Ponderosa pine meadow,C,5,1,ERFL,1,0.01,10,A
601,2021,Ponderosa pine meadow,C,5,2,ERFL,1,0.01,9,A
602,2021,Ponderosa pine meadow,C,6,2,ERFL,1,0.01,9,A
603,2021,Ponderosa pine meadow,D,7,2,ERFL,1,0.01,20,A
604,2021,Ponderosa pine meadow,W,8,1,ERFL,1,0.01,31,A
605,2021,Ponderosa pine meadow,W,8,2,ERFL,1,0.01,52,A
606,2021,Ponderosa pine meadow,W,9,1,ERFL,1,0.5,1,A
607,2021,Ponderosa pine meadow,W,9,1,ERFL,2,0.01,3,A
608,2021,Ponderosa pine meadow,W,9,2,ERFL,1,0.01,2,A
609,2021,Ponderosa pine meadow,D,10,1,ERFL,1,0.01,18,A
610,2021,Ponderosa pine meadow,D,10,2,ERFL,1,2,1,A
611,2021,Ponderosa pine meadow,D,10,2,ERFL,2,0.01,17,A
612,2021,Ponderosa pine meadow,C,11,1,ERFL,1,0.01,16,A
613,2021,Ponderosa pine meadow,C,11,2,ERFL,1,0.01,3,A
614,2021,Ponderosa pine meadow,W,12,2,ERFL,1,0.01,4,A
615,2021,Ponderosa pine meadow,D,7,2,ERFO,1,1,1,PF
616,2021,Ponderosa pine meadow,W,8,2,ERFO,1,2,1,PF
617,2021,Ponderosa pine meadow,W,8,2,ERFO,2,0.1,1,PF
618,2021,Ponderosa pine meadow,W,3,1,ERRA,1,0.5,1,PF
619,2021,Ponderosa pine meadow,D,4,2,ERRA,1,1,3,PF
620,2021,Ponderosa pine meadow,D,4,2,ERRA,2,0.5,2,PF
621,2021,Ponderosa pine meadow,D,4,2,ERRA,3,0.25,5,PF
622,2021,Ponderosa pine meadow,C,6,1,ERRA,1,0.25,1,PF
623,2021,Ponderosa pine meadow,D,10,1,ERRA,1,1.5,1,PF
624,2021,Ponderosa pine meadow,D,10,1,ERRA,2,1,1,PF
625,2021,Ponderosa pine meadow,D,10,2,ERRA,1,1,1,PF
626,2021,Ponderosa pine meadow,W,12,1,ERRA,1,0.5,1,PF
627,2021,Ponderosa pine meadow,W,12,2,ERRA,1,1,1,PF
628,2021,Ponderosa pine meadow,C,2,1,FEAR,1,2,2,PG3
629,2021,Ponderosa pine meadow,C,2,1,FEAR,2,1,5,PG3
630,2021,Ponderosa pine meadow,C,2,1,FEAR,3,0.1,3,PG3
631,2021,Ponderosa pine meadow,C,2,2,FEAR,1,0.5,1,PG3
632,2021,Ponderosa pine meadow,C,2,2,FEAR,2,1,1,PG3
633,2021,Ponderosa pine meadow,W,3,1,FEAR,1,0.5,1,PG3
634,2021,Ponderosa pine meadow,W,3,2,FEAR,1,3,2,PG3
635,2021,Ponderosa pine meadow,W,3,2,FEAR,2,1,2,PG3
636,2021,Ponderosa pine meadow,W,3,2,FEAR,3,0.5,1,PG3
637,2021,Ponderosa pine meadow,D,4,2,FEAR,1,0.5,1,PG3
638,2021,Ponderosa pine meadow,C,5,1,FEAR,1,2,2,PG3
639,2021,Ponderosa pine meadow,C,5,1,FEAR,2,1,5,PG3
640,2021,Ponderosa pine meadow,C,5,1,FEAR,3,0.5,6,PG3
641,2021,Ponderosa pine meadow,C,5,1,FEAR,4,0.25,2,PG3
642,2021,Ponderosa pine meadow,C,5,2,FEAR,1,9,1,PG3
643,2021,Ponderosa pine meadow,C,5,2,FEAR,2,1,2,PG3
644,2021,Ponderosa pine meadow,C,5,2,FEAR,3,0.5,1,PG3
645,2021,Ponderosa pine meadow,C,5,2,FEAR,4,0.25,2,PG3
646,2021,Ponderosa pine meadow,C,6,1,FEAR,1,0.5,1,PG3
647,2021,Ponderosa pine meadow,C,6,1,FEAR,2,0.25,2,PG3
648,2021,Ponderosa pine meadow,C,6,2,FEAR,1,1,2,PG3
649,2021,Ponderosa pine meadow,C,6,2,FEAR,2,0.5,4,PG3
650,2021,Ponderosa pine meadow,C,6,2,FEAR,3,0.25,5,PG3
651,2021,Ponderosa pine meadow,D,7,1,FEAR,1,2,1,PG3
652,2021,Ponderosa pine meadow,W,8,1,FEAR,1,12,1,PG3
653,2021,Ponderosa pine meadow,W,8,1,FEAR,2,3,1,PG3
654,2021,Ponderosa pine meadow,W,8,1,FEAR,3,2,1,PG3
655,2021,Ponderosa pine meadow,W,8,1,FEAR,4,1,2,PG3
656,2021,Ponderosa pine meadow,W,8,1,FEAR,5,0.5,2,PG3
657,2021,Ponderosa pine meadow,W,8,2,FEAR,1,9,1,PG3
658,2021,Ponderosa pine meadow,W,8,2,FEAR,2,3,1,PG3
659,2021,Ponderosa pine meadow,W,8,2,FEAR,3,1,2,PG3
660,2021,Ponderosa pine meadow,W,9,1,FEAR,1,9,1,PG3
661,2021,Ponderosa pine meadow,W,9,1,FEAR,2,0.5,1,PG3
662,2021,Ponderosa pine meadow,W,9,1,FEAR,3,1,2,PG3
663,2021,Ponderosa pine meadow,W,9,1,FEAR,4,0.25,1,PG3
664,2021,Ponderosa pine meadow,W,9,2,FEAR,1,1,1,PG3
665,2021,Ponderosa pine meadow,W,9,2,FEAR,2,0.5,4,PG3
666,2021,Ponderosa pine meadow,W,9,2,FEAR,3,0.25,2,PG3
667,2021,Ponderosa pine meadow,W,9,2,FEAR,4,0.1,4,PG3
668,2021,Ponderosa pine meadow,D,10,2,FEAR,1,1,3,PG3
669,2021,Ponderosa pine meadow,C,11,1,FEAR,1,0.25,2,PG3
670,2021,Ponderosa pine meadow,C,11,1,FEAR,2,0.1,2,PG3
671,2021,Ponderosa pine meadow,C,11,2,FEAR,1,3,1,PG3
672,2021,Ponderosa pine meadow,C,11,2,FEAR,2,2,1,PG3
673,2021,Ponderosa pine meadow,C,11,2,FEAR,3,1,1,PG3
674,2021,Ponderosa pine meadow,W,12,1,FEAR,1,2,2,PG3
675,2021,Ponderosa pine meadow,W,12,1,FEAR,2,1,1,PG3
676,2021,Ponderosa pine meadow,W,12,1,FEAR,3,0.5,1,PG3
677,2021,Ponderosa pine meadow,W,12,2,FEAR,1,7,1,PG3
678,2021,Ponderosa pine meadow,W,12,2,FEAR,2,8,1,PG3
679,2021,Ponderosa pine meadow,W,12,2,FEAR,3,1,1,PG3
680,2021,Ponderosa pine meadow,W,12,2,FEAR,4,0.5,2,PG3
681,2021,Ponderosa pine meadow,D,1,2,LASE,1,3,1,A
682,2021,Ponderosa pine meadow,W,3,2,LASE,1,0.25,1,A
683,2021,Ponderosa pine meadow,D,4,1,LASE,1,4,1,A
684,2021,Ponderosa pine meadow,D,4,1,LASE,2,2,2,A
685,2021,Ponderosa pine meadow,D,4,1,LASE,3,0.5,2,A
686,2021,Ponderosa pine meadow,D,4,2,LASE,1,0.5,1,A
687,2021,Ponderosa pine meadow,C,5,1,LASE,1,2,1,A
688,2021,Ponderosa pine meadow,C,6,1,LASE,1,0.25,2,A
689,2021,Ponderosa pine meadow,D,7,1,LASE,1,4,1,A
690,2021,Ponderosa pine meadow,D,7,1,LASE,2,2,2,A
691,2021,Ponderosa pine meadow,D,7,1,LASE,3,1,1,A
692,2021,Ponderosa pine meadow,D,7,2,LASE,1,12,1,A
693,2021,Ponderosa pine meadow,D,7,2,LASE,2,4,1,A
694,2021,Ponderosa pine meadow,D,7,2,LASE,3,2,2,A
695,2021,Ponderosa pine meadow,D,7,2,LASE,4,6,1,A
696,2021,Ponderosa pine meadow,D,7,2,LASE,5,0.5,1,A
697,2021,Ponderosa pine meadow,W,8,1,LASE,1,0.25,4,A
698,2021,Ponderosa pine meadow,W,9,1,LASE,1,0.25,1,A
699,2021,Ponderosa pine meadow,W,9,2,LASE,1,6,1,A
700,2021,Ponderosa pine meadow,W,9,2,LASE,2,2,1,A
701,2021,Ponderosa pine meadow,C,11,1,LASE,1,0.5,1,A
702,2021,Ponderosa pine meadow,C,11,1,LASE,2,0.25,2,A
703,2021,Ponderosa pine meadow,C,11,2,LASE,1,0.25,1,A
704,2021,Ponderosa pine meadow,C,11,2,LASE,2,0.1,1,A
705,2021,Ponderosa pine meadow,W,12,1,LASE,1,0.05,1,A
706,2021,Ponderosa pine meadow,C,2,1,LILE,1,0.05,1,PF
707,2021,Ponderosa pine meadow,W,3,1,LILE,1,0.05,2,PF
708,2021,Ponderosa pine meadow,D,4,1,LILE,1,0.05,2,PF
709,2021,Ponderosa pine meadow,D,4,2,LILE,1,0.05,3,PF
710,2021,Ponderosa pine meadow,C,6,2,LILE,1,0.05,1,PF
711,2021,Ponderosa pine meadow,W,9,2,LILE,1,0.05,2,PF
712,2021,Ponderosa pine meadow,C,11,1,LILE,1,0.05,3,PF
713,2021,Ponderosa pine meadow,C,11,2,LILE,1,0.05,2,PF
714,2021,Ponderosa pine meadow,W,12,2,LILE,1,0.05,2,PF
715,2021,Ponderosa pine meadow,D,1,1,LUKI,1,3,2,A
716,2021,Ponderosa pine meadow,D,1,1,LUKI,2,4,1,A
717,2021,Ponderosa pine meadow,D,1,1,LUKI,3,1,1,A
718,2021,Ponderosa pine meadow,D,1,2,LUKI,1,1,1,A
719,2021,Ponderosa pine meadow,D,1,2,LUKI,2,2,3,A
720,2021,Ponderosa pine meadow,D,1,2,LUKI,3,0.5,1,A
721,2021,Ponderosa pine meadow,D,1,2,LUKI,4,3,1,A
722,2021,Ponderosa pine meadow,D,1,2,LUKI,5,4,1,A
723,2021,Ponderosa pine meadow,C,2,1,LUKI,1,1.5,1,A
724,2021,Ponderosa pine meadow,C,2,1,LUKI,1,2,1,A
725,2021,Ponderosa pine meadow,C,2,1,LUKI,2,0.5,1,A
726,2021,Ponderosa pine meadow,C,2,2,LUKI,1,3,1,A
727,2021,Ponderosa pine meadow,C,2,2,LUKI,2,2,1,A
728,2021,Ponderosa pine meadow,C,2,2,LUKI,3,4,2,A
729,2021,Ponderosa pine meadow,C,2,2,LUKI,4,0.5,1,A
730,2021,Ponderosa pine meadow,W,3,1,LUKI,1,0.5,1,A
731,2021,Ponderosa pine meadow,W,3,1,LUKI,2,1.5,1,A
732,2021,Ponderosa pine meadow,W,3,2,LUKI,1,0.5,1,A
733,2021,Ponderosa pine meadow,W,3,2,LUKI,2,1,2,A
734,2021,Ponderosa pine meadow,D,4,1,LUKI,1,0.5,3,A
735,2021,Ponderosa pine meadow,D,4,1,LUKI,2,1,2,A
736,2021,Ponderosa pine meadow,D,4,1,LUKI,3,0.25,2,A
737,2021,Ponderosa pine meadow,D,4,2,LUKI,1,3,1,A
738,2021,Ponderosa pine meadow,D,4,2,LUKI,2,1,2,A
739,2021,Ponderosa pine meadow,D,4,2,LUKI,3,0.5,1,A
740,2021,Ponderosa pine meadow,C,5,1,LUKI,1,0.5,1,A
741,2021,Ponderosa pine meadow,C,5,2,LUKI,1,0.1,1,A
742,2021,Ponderosa pine meadow,C,6,1,LUKI,1,2,2,A
743,2021,Ponderosa pine meadow,C,6,1,LUKI,2,1,3,A
744,2021,Ponderosa pine meadow,C,6,1,LUKI,3,0.5,3,A
745,2021,Ponderosa pine meadow,C,6,2,LUKI,1,1,1,A
746,2021,Ponderosa pine meadow,C,6,2,LUKI,2,0.5,1,A
747,2021,Ponderosa pine meadow,D,7,1,LUKI,1,0.1,2,A
748,2021,Ponderosa pine meadow,D,7,2,LUKI,1,0.05,2,A
749,2021,Ponderosa pine meadow,W,8,1,LUKI,1,0.25,1,A
750,2021,Ponderosa pine meadow,W,8,2,LUKI,1,1,2,A
751,2021,Ponderosa pine meadow,W,9,1,LUKI,1,3,2,A
752,2021,Ponderosa pine meadow,W,9,2,LUKI,1,4,1,A
753,2021,Ponderosa pine meadow,W,9,2,LUKI,2,3,1,A
754,2021,Ponderosa pine meadow,W,9,2,LUKI,3,1,3,A
755,2021,Ponderosa pine meadow,D,10,1,LUKI,1,4,1,A
756,2021,Ponderosa pine meadow,D,10,1,LUKI,2,2,1,A
757,2021,Ponderosa pine meadow,D,10,2,LUKI,1,1,1,A
758,2021,Ponderosa pine meadow,C,11,1,LUKI,1,1,1,A
759,2021,Ponderosa pine meadow,C,11,1,LUKI,2,3,1,A
760,2021,Ponderosa pine meadow,C,11,1,LUKI,3,0.5,2,A
761,2021,Ponderosa pine meadow,C,11,1,LUKI,4,0.1,3,A
762,2021,Ponderosa pine meadow,W,12,1,LUKI,1,0.5,2,A
763,2021,Ponderosa pine meadow,W,12,1,LUKI,1,0.05,1,A
764,2021,Ponderosa pine meadow,W,12,2,LUKI,1,0.25,1,A
765,2021,Ponderosa pine meadow,D,4,2,MESP,1,0.05,2,A
766,2021,Ponderosa pine meadow,D,4,2,MESP,2,0.01,1,A
767,2021,Ponderosa pine meadow,W,8,2,MESP,1,0.5,1,A
768,2021,Ponderosa pine meadow,W,8,2,MESP,2,0.1,3,A
769,2021,Ponderosa pine meadow,C,2,1,MUMO,1,1.5,1,PG4
770,2021,Ponderosa pine meadow,C,2,1,MUMO,2,0.25,2,PG4
771,2021,Ponderosa pine meadow,C,2,2,MUMO,1,0.05,2,PG4
772,2021,Ponderosa pine meadow,W,3,1,MUMO,1,0.25,1,PG4
773,2021,Ponderosa pine meadow,W,3,2,MUMO,1,0.1,2,PG4
774,2021,Ponderosa pine meadow,C,5,1,MUMO,1,0.1,3,PG4
