"","Year","Site","Treatment","Plot","Quadrat","Species","Obs","Canopy_cover","Height_cm","Count","NPP_g_m2","PFT"
"4224",2016,"BP","W",9,1,"BOER",3,7,"16",1,25.9133,"PG4"
"4225",2016,"BP","W",9,1,"BOER",4,2,"14",1,7.4038,"PG4"
"4226",2016,"BP","W",9,1,"BOER",5,0.25,"4",1,0.925475,"PG4"
"4227",2016,"BP","W",9,1,"BOER",6,0.05,"2",3,0.555285,"PG4"
"4228",2016,"BP","W",9,2,"ACHY",1,2,"28",1,14.9066,"PG3"
"4229",2016,"BP","W",9,2,"ATCO",1,11,"25",1,53.4435,"S"
"4230",2016,"BP","W",9,2,"ATCO",2,8,"22",1,38.868,"S"
"4231",2016,"BP","W",9,2,"BOER",1,0.1,"4",6,2.22114,"PG4"
"4232",2016,"BP","W",9,2,"BOER",2,0.05,"2",12,2.22114,"PG4"
"4233",2016,"BP","W",9,2,"CHSES",1,0.05,"2",3,0.11058,"A"
"4234",2016,"BP","W",9,2,"CHSES",2,0.01,"1",2,0.014744,"A"
"4235",2016,"BP","W",9,2,"DAPU",1,0.5,"6",1,2.10205,"PG4"
"4236",2016,"BP","W",9,2,"DAPU",2,0.05,"2",1,0.210205,"PG4"
"4237",2016,"BP","W",9,2,"ERSP",1,0.1,"3",1,0.09563,"A"
"4238",2016,"BP","W",9,2,"SATR",1,0.75,"19",1,2.861025,"A"
"4239",2016,"BP","W",9,2,"SPCO",1,12,"43",1,58.302,"PG4"
"4240",2016,"BP","W",9,2,"SPCO",2,1,"12",1,4.8585,"PG4"
"4241",2016,"BP","W",9,2,"SPCO",3,1.5,"17",1,7.28775,"PG4"
"4242",2016,"BP","W",10,1,"ARPU",1,7,"21",1,46.4695,"PG4"
"4243",2016,"BP","W",10,1,"ARPU",2,0.5,"13",4,13.277,"PG4"
"4244",2016,"BP","W",10,1,"ARPU",3,0.75,"15",5,24.894375,"PG4"
"4245",2016,"BP","W",10,1,"ARPU",4,0.25,"10",2,3.31925,"PG4"
"4246",2016,"BP","W",10,1,"ARPU",5,0.1,"6",4,2.6554,"PG4"
"4247",2016,"BP","W",10,1,"ATCO",1,12,"15",1,58.302,"S"
"4248",2016,"BP","W",10,1,"ATCO",2,13,"35",1,63.1605,"S"
"4249",2016,"BP","W",10,1,"BOER",1,9,"25",1,33.3171,"PG4"
"4250",2016,"BP","W",10,1,"BOER",2,0.25,"7",2,1.85095,"PG4"
"4251",2016,"BP","W",10,1,"BOER",3,0.75,"15",1,2.776425,"PG4"
"4252",2016,"BP","W",10,1,"BOER",4,0.1,"6",4,1.48076,"PG4"
"4253",2016,"BP","W",10,1,"BOER",5,0.05,"2",13,2.406235,"PG4"
"4254",2016,"BP","W",10,1,"BOER",6,0.01,"1",7,0.259133,"PG4"
"4255",2016,"BP","W",10,1,"CHSES",1,0.1,"5",1,0.07372,"A"
"4256",2016,"BP","W",10,1,"CHSES",2,0.05,"1",5,0.1843,"A"
"4257",2016,"BP","W",10,1,"CHSES",3,0.01,"1",2,0.014744,"A"
"4258",2016,"BP","W",10,2,"ACHY",1,1.5,"17",1,11.17995,"PG3"
"4259",2016,"BP","W",10,2,"ARPU",1,1.5,"17",1,9.95775,"PG4"
"4260",2016,"BP","W",10,2,"ATCO",1,3,"21",1,14.5755,"S"
"4261",2016,"BP","W",10,2,"ATCO",2,17,"32",1,82.5945,"S"
"4262",2016,"BP","W",10,2,"BOER",1,1.5,"18",1,5.55285,"PG4"
"4263",2016,"BP","W",10,2,"BOER",2,1,"14",1,3.7019,"PG4"
"4264",2016,"BP","W",10,2,"BOER",3,0.1,"2",6,2.22114,"PG4"
"4265",2016,"BP","W",10,2,"BOER",4,0.05,"2",5,0.925475,"PG4"
"4266",2016,"BP","W",10,2,"CHSES",1,0.5,"3",4,1.4744,"A"
"4267",2016,"BP","W",10,2,"CHSES",2,0.25,"2",6,1.1058,"A"
"4268",2016,"BP","W",10,2,"CHSES",3,0.1,"2",5,0.3686,"A"
"4269",2016,"BP","W",10,2,"CHSES",4,0.05,"1",5,0.1843,"A"
"4270",2016,"BP","W",10,2,"CHSES",5,0.01,"1",3,0.022116,"A"
"4271",2016,"BP","W",10,2,"SATR",1,0.5,"19",1,1.90735,"A"
"4272",2016,"BP","W",11,1,"ACHY",1,4,"36",1,29.8132,"PG3"
"4273",2016,"BP","W",11,1,"ATCO",1,2,"22",1,9.717,"S"
"4274",2016,"BP","W",11,1,"BOER",1,1.5,"17",1,5.55285,"PG4"
"4275",2016,"BP","W",11,1,"BOER",2,0.1,"5",3,1.11057,"PG4"
"4276",2016,"BP","W",11,1,"BOER",3,0.05,"3",4,0.74038,"PG4"
"4277",2016,"BP","W",11,1,"CHSES",1,0.5,"2",1,0.3686,"A"
"4278",2016,"BP","W",11,1,"CHSES",2,0.05,"1",4,0.14744,"A"
"4279",2016,"BP","W",11,1,"KRLA",1,6,"24",1,23.7906,"S"
"4280",2016,"BP","W",11,2,"ACHY",1,1.5,"36",1,11.17995,"PG3"
"4281",2016,"BP","W",11,2,"BOER",1,6,"19",1,22.2114,"PG4"
"4282",2016,"BP","W",11,2,"BOER",2,12,"22",1,44.4228,"PG4"
"4283",2016,"BP","W",11,2,"BOER",3,3,"20",1,11.1057,"PG4"
"4284",2016,"BP","W",11,2,"BOER",4,1.5,"18",2,11.1057,"PG4"
"4285",2016,"BP","W",11,2,"BOER",5,0.25,"7",3,2.776425,"PG4"
"4286",2016,"BP","W",11,2,"BOER",6,0.1,"4",5,1.85095,"PG4"
"4287",2016,"BP","W",11,2,"CHSES",1,0.05,"2",1,0.03686,"A"
"4288",2016,"BP","W",12,1,"BOER",1,12,"20",1,44.4228,"PG4"
"4289",2016,"BP","W",12,1,"BOER",2,4,"18",1,14.8076,"PG4"
"4290",2016,"BP","W",12,1,"BOER",3,7,"21",1,25.9133,"PG4"
"4291",2016,"BP","W",12,1,"BOER",4,0.75,"12",2,5.55285,"PG4"
"4292",2016,"BP","W",12,1,"BOER",5,0.5,"9",3,5.55285,"PG4"
"4293",2016,"BP","W",12,1,"BOER",6,0.25,"7",2,1.85095,"PG4"
"4294",2016,"BP","W",12,1,"BOER",7,0.1,"5",5,1.85095,"PG4"
"4295",2016,"BP","W",12,1,"BOER",8,0.05,"2",6,1.11057,"PG4"
"4296",2016,"BP","W",12,1,"CHSES",1,25,"2",3,55.29,"A"
"4297",2016,"BP","W",12,1,"CHSES",2,0.1,"1",5,0.3686,"A"
"4298",2016,"BP","W",12,1,"CHSES",3,0.05,"1",6,0.22116,"A"
"4299",2016,"BP","W",12,1,"CHSES",4,0.01,"1",18,0.132696,"A"
"4300",2016,"BP","W",12,2,"ACHY",1,8,"41",1,59.6264,"PG3"
"4301",2016,"BP","W",12,2,"ARPU",1,0.5,"10",1,3.31925,"PG4"
"4302",2016,"BP","W",12,2,"ATCO",1,4,"22",1,19.434,"S"
"4303",2016,"BP","W",12,2,"ATCO",2,2,"25",1,9.717,"S"
"4304",2016,"BP","W",12,2,"BOER",1,5,"22",1,18.5095,"PG4"
"4305",2016,"BP","W",12,2,"BOER",2,6,"21",1,22.2114,"PG4"
"4306",2016,"BP","W",12,2,"BOER",3,1,"16",1,3.7019,"PG4"
"4307",2016,"BP","W",12,2,"BOER",4,0.1,"4",1,0.37019,"PG4"
"4308",2016,"BP","W",12,2,"BOER",5,0.05,"2",6,1.11057,"PG4"
"4309",2016,"BP","W",12,2,"BOER",6,0.5,"19",1,1.85095,"PG4"
"4310",2016,"BP","W",12,2,"CHSES",1,0.25,"3",1,0.1843,"A"
"4311",2016,"BP","W",12,2,"CHSES",2,0.1,"2",4,0.29488,"A"
"4312",2016,"BP","W",12,2,"CHSES",3,0.05,"1",10,0.3686,"A"
"4313",2016,"CC","C",1,1,"BRPO",1,1,"23",5,5.203,"PG3"
"4314",2016,"CC","C",1,1,"BRPO",2,0.5,"20",6,3.1218,"PG3"
"4315",2016,"CC","C",1,1,"BRPO",3,2,"24",1,2.0812,"PG3"
"4316",2016,"CC","C",1,1,"CAPA",1,0.1,"8",26,0.858,"PF"
"4317",2016,"CC","C",1,1,"CAPA",2,0.25,"9",3,0.309,"PF"
"4318",2016,"CC","C",1,1,"ELEL",1,0.5,"24",3,2.9496,"PG3"
"4319",2016,"CC","C",1,1,"ELEL",2,0.75,"25",1,1.4748,"PG3"
"4320",2016,"CC","C",1,1,"FEAR",1,3,"26",1,20.4786,"PG3"
"4321",2016,"CC","C",1,1,"MUMO",1,2,"19",3,6.168,"PG4"
"4322",2016,"CC","C",1,1,"MUMO",2,2.5,"21",1,2.57,"PG4"
"4323",2016,"CC","C",1,1,"MUMO",3,1,"17",3,3.084,"PG4"
"4324",2016,"CC","C",1,1,"MUMO",4,0.5,"14",5,2.57,"PG4"
"4325",2016,"CC","C",1,1,"POHI",1,1,"16",2,4.2954,"PF"
"4326",2016,"CC","C",1,1,"POHI",2,0.5,"14",5,5.36925,"PF"
"4327",2016,"CC","C",1,1,"POPR",1,0.5,"21",20,21.477,"PG3"
"4328",2016,"CC","C",1,1,"POPR",2,0.25,"21",19,10.201575,"PG3"
"4329",2016,"CC","C",1,1,"POPR",3,0.75,"23",1,1.610775,"PG3"
"4330",2016,"CC","C",1,1,"POPR",4,0.1,"21",31,6.65787,"PG3"
"4331",2016,"CC","C",1,1,"VETH",1,2,"58",2,38.2388,"A"
"4332",2016,"CC","C",1,1,"VIAM",1,0.5,"22",2,0.6984,"PF"
"4333",2016,"CC","C",1,1,"VIAM",2,0.25,"19",1,0.1746,"PF"
"4334",2016,"CC","C",1,2,"ASSP",1,0.5,"24",2,0.5056,"PF"
"4335",2016,"CC","C",1,2,"ASSP",2,0.25,"12",2,0.2528,"PF"
"4336",2016,"CC","C",1,2,"ASSP",3,0.1,"10",1,0.05056,"PF"
"4337",2016,"CC","C",1,2,"BRPO",1,4,"22",1,4.1624,"PG3"
"4338",2016,"CC","C",1,2,"BRPO",2,1,"20",8,8.3248,"PG3"
"4339",2016,"CC","C",1,2,"BRPO",3,2,"22",3,6.2436,"PG3"
"4340",2016,"CC","C",1,2,"BRPO",4,0.5,"12",5,2.6015,"PG3"
"4341",2016,"CC","C",1,2,"CAPA",1,0.1,"7",11,0.363,"PF"
"4342",2016,"CC","C",1,2,"CAPA",2,0.25,"8",3,0.309,"PF"
"4343",2016,"CC","C",1,2,"ELEL",1,1.5,"19",1,2.9496,"PG3"
"4344",2016,"CC","C",1,2,"ELEL",2,1,"21",2,3.9328,"PG3"
"4345",2016,"CC","C",1,2,"ELEL",3,0.75,"20",1,1.4748,"PG3"
"4346",2016,"CC","C",1,2,"ERRA",1,0.5,"7",3,2.38935,"PF"
"4347",2016,"CC","C",1,2,"ERSP",1,0.75,"14",1,0.8982,"A"
"4348",2016,"CC","C",1,2,"FEAR",1,8,"36",1,54.6096,"PG3"
"4349",2016,"CC","C",1,2,"FEAR",2,3,"28",1,20.4786,"PG3"
"4350",2016,"CC","C",1,2,"GETR",1,1.5,"11",2,5.5362,"PF"
"4351",2016,"CC","C",1,2,"GETR",2,1,"9",5,9.227,"PF"
"4352",2016,"CC","C",1,2,"IRMI",1,2.5,"28",1,10.30725,"PF"
"4353",2016,"CC","C",1,2,"MUMO",1,0.75,"16",2,1.542,"PG4"
"4354",2016,"CC","C",1,2,"MUMO",2,0.5,"14",3,1.542,"PG4"
"4355",2016,"CC","C",1,2,"MUMO",3,0.25,"12",1,0.257,"PG4"
"4356",2016,"CC","C",1,2,"POHI",1,2,"14",2,8.5908,"PF"
"4357",2016,"CC","C",1,2,"POHI",2,1,"12",3,6.4431,"PF"
"4358",2016,"CC","C",1,2,"POPR",1,0.5,"24",15,16.10775,"PG3"
"4359",2016,"CC","C",1,2,"POPR",2,0.25,"22",16,8.5908,"PG3"
"4360",2016,"CC","C",1,2,"POPR",3,0.1,"12",19,4.08063,"PG3"
"4361",2016,"CC","C",1,2,"ROWO",1,1,"16",3,3.993,"S"
"4362",2016,"CC","C",1,2,"ROWO",2,0.75,"28",1,0.99825,"S"
"4363",2016,"CC","C",1,2,"ROWO",3,0.5,"14",1,0.6655,"S"
"4364",2016,"CC","C",1,2,"UKFO",1,0.5,"7",3,0.6241,"A"
"4365",2016,"CC","C",3,1,"ASSP",1,2,"30",1,1.0112,"PF"
"4366",2016,"CC","C",3,1,"ASSP",2,0.25,"16",1,0.1264,"PF"
"4367",2016,"CC","C",3,1,"BRPO",1,1,"28",1,1.0406,"PG3"
"4368",2016,"CC","C",3,1,"BRPO",2,0.25,"19",6,1.5609,"PG3"
"4369",2016,"CC","C",3,1,"BRPO",3,0.5,"20",1,0.5203,"PG3"
"4370",2016,"CC","C",3,1,"CAPA",1,0.1,"6",5,0.165,"PF"
"4371",2016,"CC","C",3,1,"CAPA",2,0.25,"8",1,0.103,"PF"
"4372",2016,"CC","C",3,1,"ELEL",1,0.5,"25",1,0.9832,"PG3"
"4373",2016,"CC","C",3,1,"FEAR",1,12,"37",1,81.9144,"PG3"
"4374",2016,"CC","C",3,1,"FEAR",2,4,"28",1,27.3048,"PG3"
"4375",2016,"CC","C",3,1,"FEAR",3,2,"29",1,13.6524,"PG3"
"4376",2016,"CC","C",3,1,"FEAR",4,1,"23",2,13.6524,"PG3"
"4377",2016,"CC","C",3,1,"GETR",1,2,"8",8,29.5264,"PF"
"4378",2016,"CC","C",3,1,"GETR",2,1,"8",16,29.5264,"PF"
"4379",2016,"CC","C",3,1,"GETR",3,0.5,"7",7,6.4589,"PF"
"4380",2016,"CC","C",3,1,"HYHO",1,4,"29",1,15.724,"PF"
"4381",2016,"CC","C",3,1,"HYHO",2,2,"25",2,15.724,"PF"
"4382",2016,"CC","C",3,1,"HYHO",3,1,"13",1,3.931,"PF"
"4383",2016,"CC","C",3,1,"MUMO",1,1,"21",2,2.056,"PG4"
"4384",2016,"CC","C",3,1,"MUMO",2,0.25,"20",3,0.771,"PG4"
"4385",2016,"CC","C",3,1,"POPR",1,0.5,"21",8,8.5908,"PG3"
"4386",2016,"CC","C",3,1,"POPR",2,0.25,"19",7,3.758475,"PG3"
"4387",2016,"CC","C",3,1,"POPR",3,0.1,"17",24,5.15448,"PG3"
"4388",2016,"CC","C",3,1,"UKFO",1,1,"33",1,3.931,"A"
"4389",2016,"CC","C",3,1,"VETH",1,0.25,"5",1,2.389925,"A"
"4390",2016,"CC","C",3,2,"ACMI",1,0.25,"12",4,0.933333333,"PF"
"4391",2016,"CC","C",3,2,"ACMI",2,0.1,"8",8,0.186666667,"PF"
"4392",2016,"CC","C",3,2,"BRPO",1,1.5,"28",4,6.2436,"PG3"
"4393",2016,"CC","C",3,2,"BRPO",2,1,"25",5,5.203,"PG3"
"4394",2016,"CC","C",3,2,"BRPO",3,0.5,"22",3,1.5609,"PG3"
"4395",2016,"CC","C",3,2,"CAGE",1,0.1,"13",5,0.2965,"PG3"
"4396",2016,"CC","C",3,2,"CAPA",1,0.1,"5",3,0.099,"PF"
"4397",2016,"CC","C",3,2,"ELEL",1,1,"23",1,1.9664,"PG3"
"4398",2016,"CC","C",3,2,"ELEL",2,0.5,"17",3,2.9496,"PG3"
"4399",2016,"CC","C",3,2,"ERFO",1,0.25,NA,1,1.214625,"PF"
"4400",2016,"CC","C",3,2,"FEAR",1,3,"33",4,81.9144,"PG3"
"4401",2016,"CC","C",3,2,"FEAR",2,1,"28",3,20.4786,"PG3"
"4402",2016,"CC","C",3,2,"FEAR",3,0.5,"24",3,10.2393,"PG3"
"4403",2016,"CC","C",3,2,"GETR",1,2,"12",7,25.8356,"PF"
"4404",2016,"CC","C",3,2,"GETR",2,1,"9",10,18.454,"PF"
"4405",2016,"CC","C",3,2,"GETR",3,0.5,"7",2,1.8454,"PF"
"4406",2016,"CC","C",3,2,"HYHO",1,2,"22",2,15.724,"PF"
"4407",2016,"CC","C",3,2,"HYHO",2,1,"18",2,7.862,"PF"
"4408",2016,"CC","C",3,2,"HYHO",3,0.5,"16",2,3.931,"PF"
"4409",2016,"CC","C",3,2,"MUMO",1,0.5,"22",3,1.542,"PG4"
"4410",2016,"CC","C",3,2,"POHI",1,1.5,"10",1,3.22155,"PF"
"4411",2016,"CC","C",3,2,"POPR",1,0.5,"23",10,10.7385,"PG3"
"4412",2016,"CC","C",3,2,"POPR",2,0.25,"21",13,6.980025,"PG3"
"4413",2016,"CC","C",3,2,"POPR",3,0.1,"20",25,5.36925,"PG3"
"4414",2016,"CC","C",3,2,"VIAM",1,0.1,"11",1,0.06984,"PF"
"4415",2016,"CC","C",7,1,"BRPO",1,0.25,"21",4,1.0406,"PG3"
"4416",2016,"CC","C",7,1,"BRPO",2,1,"25",2,2.0812,"PG3"
"4417",2016,"CC","C",7,1,"BRPO",3,0.1,"21",5,0.5203,"PG3"
"4418",2016,"CC","C",7,1,"ELEL",1,0.75,"19",1,1.4748,"PG3"
"4419",2016,"CC","C",7,1,"ELEL",2,0.1,"14",3,0.58992,"PG3"
"4420",2016,"CC","C",7,1,"ERFO",1,0.5,"26",1,1.9655,"PF"
"4421",2016,"CC","C",7,1,"FEAR",1,8,"34",1,54.6096,"PG3"
"4422",2016,"CC","C",7,1,"FEAR",2,4,"35",1,27.3048,"PG3"
"4423",2016,"CC","C",7,1,"FEAR",3,3,"25",1,20.4786,"PG3"
"4424",2016,"CC","C",7,1,"FEAR",4,1,"23",2,13.6524,"PG3"
"4425",2016,"CC","C",7,1,"GETR",1,2.5,"8",4,18.454,"PF"
"4426",2016,"CC","C",7,1,"GETR",2,2,"7",3,11.0724,"PF"
"4427",2016,"CC","C",7,1,"GETR",3,1,"7",3,5.5362,"PF"
"4428",2016,"CC","C",7,1,"MUMO",1,0.5,"25",3,1.542,"PG4"
"4429",2016,"CC","C",7,1,"MUMO",2,0.25,"24",4,1.028,"PG4"
"4430",2016,"CC","C",7,1,"MUMO",3,1,"26",3,3.084,"PG4"
"4431",2016,"CC","C",7,1,"MUMO",4,1.5,"28",1,1.542,"PG4"
"4432",2016,"CC","C",7,1,"POHI",1,2.5,"15",2,10.7385,"PF"
"4433",2016,"CC","C",7,1,"POHI",2,1,"12",1,2.1477,"PF"
"4434",2016,"CC","C",7,1,"POHI",3,0.5,"8",2,2.1477,"PF"
"4435",2016,"CC","C",7,1,"POPR",1,0.5,"21",8,8.5908,"PG3"
"4436",2016,"CC","C",7,1,"POPR",2,0.25,"20",21,11.275425,"PG3"
"4437",2016,"CC","C",7,1,"POPR",3,0.1,"18",29,6.22833,"PG3"
"4438",2016,"CC","C",7,1,"VIAM",1,0.1,"18",1,0.06984,"PF"
"4439",2016,"CC","C",7,2,"ACMI",1,0.1,"10",5,0.116666667,"PF"
"4440",2016,"CC","C",7,2,"BRPO",1,2,"21",3,6.2436,"PG3"
"4441",2016,"CC","C",7,2,"BRPO",2,1,"20",3,3.1218,"PG3"
"4442",2016,"CC","C",7,2,"BRPO",3,0.5,"18",4,2.0812,"PG3"
"4443",2016,"CC","C",7,2,"BRPO",4,0.25,"20",6,1.5609,"PG3"
"4444",2016,"CC","C",7,2,"BRPO",5,0.1,"17",5,0.5203,"PG3"
"4445",2016,"CC","C",7,2,"ELEL",1,2.5,"25",1,4.916,"PG3"
"4446",2016,"CC","C",7,2,"ELEL",2,1,"23",1,1.9664,"PG3"
"4447",2016,"CC","C",7,2,"ELEL",3,0.5,"20",5,4.916,"PG3"
"4448",2016,"CC","C",7,2,"ELEL",4,0.25,"18",6,2.9496,"PG3"
"4449",2016,"CC","C",7,2,"ELEL",5,0.1,"15",3,0.58992,"PG3"
"4450",2016,"CC","C",7,2,"ERFL",1,0.1,"4",5,0.5988,"A"
"4451",2016,"CC","C",7,2,"ERFL",2,0.25,"5",1,0.2994,"A"
"4452",2016,"CC","C",7,2,"GETR",1,2.5,"8",1,4.6135,"PF"
"4453",2016,"CC","C",7,2,"GETR",2,1,"7",6,11.0724,"PF"
"4454",2016,"CC","C",7,2,"GETR",3,0.5,"7",4,3.6908,"PF"
"4455",2016,"CC","C",7,2,"IRMI",1,0.5,"29",1,2.06145,"PF"
"4456",2016,"CC","C",7,2,"MUMO",1,0.5,"26",4,2.056,"PG4"
"4457",2016,"CC","C",7,2,"MUMO",2,0.1,"21",5,0.514,"PG4"
"4458",2016,"CC","C",7,2,"POPR",1,0.5,"22",26,27.9201,"PG3"
"4459",2016,"CC","C",7,2,"POPR",2,0.25,"20",33,17.718525,"PG3"
"4460",2016,"CC","C",7,2,"POPR",3,0.1,"19",40,8.5908,"PG3"
"4461",2016,"CC","C",12,1,"ASSP",1,0.75,"12",1,0.3792,"PF"
"4462",2016,"CC","C",12,1,"BRPO",1,1,"22",2,2.0812,"PG3"
"4463",2016,"CC","C",12,1,"BRPO",2,0.5,"20",2,1.0406,"PG3"
"4464",2016,"CC","C",12,1,"BRPO",3,0.25,"18",5,1.30075,"PG3"
"4465",2016,"CC","C",12,1,"BRPO",4,0.1,"18",4,0.41624,"PG3"
"4466",2016,"CC","C",12,1,"CAGE",1,0.25,"26",1,0.14825,"PG3"
"4467",2016,"CC","C",12,1,"CAGE",2,0.1,"25",2,0.1186,"PG3"
"4468",2016,"CC","C",12,1,"ELEL",1,2,"23",1,3.9328,"PG3"
"4469",2016,"CC","C",12,1,"ELEL",2,0.25,"17",4,1.9664,"PG3"
"4470",2016,"CC","C",12,1,"FEAR",1,8,"37",1,54.6096,"PG3"
"4471",2016,"CC","C",12,1,"FEAR",2,2,"36",2,27.3048,"PG3"
"4472",2016,"CC","C",12,1,"FEAR",3,3,"38",1,20.4786,"PG3"
"4473",2016,"CC","C",12,1,"FEAR",4,1.5,"32",1,10.2393,"PG3"
"4474",2016,"CC","C",12,1,"FEAR",5,5,"43",1,34.131,"PG3"
"4475",2016,"CC","C",12,1,"GETR",1,2.5,"9",3,13.8405,"PF"
"4476",2016,"CC","C",12,1,"GETR",2,2,"8",2,7.3816,"PF"
"4477",2016,"CC","C",12,1,"GETR",3,1,"7",6,11.0724,"PF"
"4478",2016,"CC","C",12,1,"HYHO",1,2,"27",1,7.862,"PF"
"4479",2016,"CC","C",12,1,"HYHO",2,1,"24",1,3.931,"PF"
"4480",2016,"CC","C",12,1,"HYHO",3,0.5,"9",2,3.931,"PF"
"4481",2016,"CC","C",12,1,"HYHO",4,0.25,"5",2,1.9655,"PF"
"4482",2016,"CC","C",12,1,"HYHO",5,0.1,"4",4,1.5724,"PF"
"4483",2016,"CC","C",12,1,"IRMI",1,0.5,"19",1,2.06145,"PF"
"4484",2016,"CC","C",12,1,"MUMO",1,1,"15",2,2.056,"PG4"
"4485",2016,"CC","C",12,1,"MUMO",2,0.25,"14",2,0.514,"PG4"
"4486",2016,"CC","C",12,1,"MUMO",3,2,"17",1,2.056,"PG4"
"4487",2016,"CC","C",12,1,"POHI",1,2,"15",1,4.2954,"PF"
"4488",2016,"CC","C",12,1,"POHI",2,1.5,"17",3,9.66465,"PF"
"4489",2016,"CC","C",12,1,"POHI",3,2.5,"17",1,5.36925,"PF"
"4490",2016,"CC","C",12,1,"POHI",4,0.5,"10",3,3.22155,"PF"
"4491",2016,"CC","C",12,1,"POPR",1,0.5,"22",7,7.51695,"PG3"
"4492",2016,"CC","C",12,1,"POPR",2,0.25,"20",26,13.96005,"PG3"
"4493",2016,"CC","C",12,1,"POPR",3,0.1,"20",27,5.79879,"PG3"
"4494",2016,"CC","C",12,1,"VIAM",1,1.5,"47",1,1.0476,"PF"
"4495",2016,"CC","C",12,1,"VIAM",2,0.5,"21",5,1.746,"PF"
"4496",2016,"CC","C",12,1,"VIAM",3,1,"30",2,1.3968,"PF"
"4497",2016,"CC","C",12,2,"ACMI",1,0.1,"7",2,0.046666667,"PF"
"4498",2016,"CC","C",12,2,"BRPO",1,0.5,"16",2,1.0406,"PG3"
"4499",2016,"CC","C",12,2,"BRPO",2,0.25,"14",3,0.78045,"PG3"
"4500",2016,"CC","C",12,2,"ELEL",1,0.25,"17",2,0.9832,"PG3"
"4501",2016,"CC","C",12,2,"ERFL",1,0.1,"5",1,0.11976,"A"
"4502",2016,"CC","C",12,2,"ERFL",2,0.05,"2",4,0.23952,"A"
"4503",2016,"CC","C",12,2,"FEAR",1,10,"31",1,68.262,"PG3"
"4504",2016,"CC","C",12,2,"FEAR",2,3,"24",5,102.393,"PG3"
"4505",2016,"CC","C",12,2,"FEAR",3,2,"25",2,27.3048,"PG3"
"4506",2016,"CC","C",12,2,"FEAR",4,0.5,"22",1,3.4131,"PG3"
"4507",2016,"CC","C",12,2,"GETR",1,2.5,"9",5,23.0675,"PF"
"4508",2016,"CC","C",12,2,"GETR",2,2,"8",4,14.7632,"PF"
"4509",2016,"CC","C",12,2,"GETR",3,1,"8",10,18.454,"PF"
"4510",2016,"CC","C",12,2,"HYHO",1,4,"19",6,94.344,"PF"
"4511",2016,"CC","C",12,2,"HYHO",2,2,"16",5,39.31,"PF"
"4512",2016,"CC","C",12,2,"HYHO",3,1,"12",6,23.586,"PF"
"4513",2016,"CC","C",12,2,"MUMO",1,0.25,"12",2,0.514,"PG4"
"4514",2016,"CC","C",12,2,"POHI",1,1,"13",2,4.2954,"PF"
"4515",2016,"CC","C",12,2,"POHI",2,1.5,"12",1,3.22155,"PF"
"4516",2016,"CC","C",12,2,"POHI",3,0.5,"10",4,4.2954,"PF"
"4517",2016,"CC","C",12,2,"POPR",1,0.5,"21",5,5.36925,"PG3"
"4518",2016,"CC","C",12,2,"POPR",2,0.25,"20",10,5.36925,"PG3"
"4519",2016,"CC","C",12,2,"POPR",3,0.1,"15",8,1.71816,"PG3"
"4520",2016,"CC","C",12,2,"VIAM",1,1,"22",1,0.6984,"PF"
"4521",2016,"CC","C",12,2,"VIAM",2,1.5,"20",3,3.1428,"PF"
"4522",2016,"CC","C",12,2,"VIAM",3,0.5,"17",3,1.0476,"PF"
"4523",2016,"CC","D",2,1,"ACMI",1,0.25,"5",2,0.466666667,"PF"
"4524",2016,"CC","D",2,1,"ACMI",2,0.1,"5",4,0.093333333,"PF"
"4525",2016,"CC","D",2,1,"BRPO",1,0.5,"19",3,1.5609,"PG3"
"4526",2016,"CC","D",2,1,"BRPO",2,1,"25",1,1.0406,"PG3"
"4527",2016,"CC","D",2,1,"BRPO",3,1.5,"26",2,3.1218,"PG3"
"4528",2016,"CC","D",2,1,"BRPO",4,0.25,"19",6,1.5609,"PG3"
"4529",2016,"CC","D",2,1,"CAPA",1,0.1,"8",6,0.198,"PF"
"4530",2016,"CC","D",2,1,"ERFL",1,0.25,"5",3,0.8982,"A"
"4531",2016,"CC","D",2,1,"ERFL",2,0.1,"6",2,0.23952,"A"
"4532",2016,"CC","D",2,1,"ERRA",1,1.5,"12",1,2.38935,"PF"
"4533",2016,"CC","D",2,1,"ERRA",2,1,"10",1,1.5929,"PF"
"4534",2016,"CC","D",2,1,"ERRA",3,0.5,"8",1,0.79645,"PF"
"4535",2016,"CC","D",2,1,"FEAR",1,10,"36",1,68.262,"PG3"
"4536",2016,"CC","D",2,1,"FEAR",2,4,"32",1,27.3048,"PG3"
"4537",2016,"CC","D",2,1,"FEAR",3,2,"28",2,27.3048,"PG3"
"4538",2016,"CC","D",2,1,"FEAR",4,1,"26",1,6.8262,"PG3"
"4539",2016,"CC","D",2,1,"GETR",1,3,"9",2,11.0724,"PF"
"4540",2016,"CC","D",2,1,"GETR",2,2,"8",8,29.5264,"PF"
"4541",2016,"CC","D",2,1,"GETR",3,1,"8",10,18.454,"PF"
"4542",2016,"CC","D",2,1,"GETR",4,0.5,"6",4,3.6908,"PF"
"4543",2016,"CC","D",2,1,"IRMI",1,1,"18",2,8.2458,"PF"
"4544",2016,"CC","D",2,1,"IRMI",2,0.5,"12",2,4.1229,"PF"
"4545",2016,"CC","D",2,1,"IRMI",3,2,"3",1,8.2458,"PF"
